delta_v,delta_treasury(3Y)t,delta_treasury(3Y)t-1,delta_treasury(1Y)t,delta_treasury(1Y)t-1,deltaAAAt,deltaAAAt-1,deltaAAplt,deltaAAplt-1,deltaAAmit,deltaAAmit-1,deltaAplt,deltaAplt-1,deltaAt,deltaAt-1,deltaAmit,deltaAmit-1,deltaAAt,deltaAAt-1
-0.00066,0.026,-0.006,0.005,0.001,-0.026,0.006,-0.026,0.006,-0.026,0.006,-0.026,0.006,-0.026,0.006,-0.026,0.006,-0.026,0.006
3.00E-05,0.009,0.026,0.006,0.005,-0.009,-0.026,-0.009,-0.026,-0.009,-0.026,-0.009,-0.026,-0.009,-0.026,-0.009,-0.026,-0.009,-0.026
2.00E-05,-0.012,0.009,-0.006,0.006,0.012,-0.009,0.012,-0.009,0.012,-0.009,0.012,-0.009,0.012,-0.009,0.012,-0.009,0.012,-0.009
-0.00028,-0.01,-0.012,-0.001,-0.006,0.01,0.012,0.01,0.012,0.01,0.012,0.01,0.012,0.01,0.012,0.01,0.012,0.01,0.012
-0.00038,-0.003,-0.01,-0.006,-0.001,0.003,0.01,0.003,0.01,0.003,0.01,0.003,0.01,0.003,0.01,0.003,0.01,0.003,0.01
4.00E-05,0.003,-0.003,0.002,-0.006,-0.003,0.003,-0.003,0.003,-0.003,0.003,-0.003,0.003,-0.003,0.003,-0.003,0.003,-0.003,0.003
-0.00039,-0.01,0.003,-0.002,0.002,0.01,-0.003,0.01,-0.003,0.01,-0.003,0.01,-0.003,0.01,-0.003,0.01,-0.003,0.01,-0.003
-7.00E-05,0,-0.01,-0.002,-0.002,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
-0.00083,-0.033,0,-0.007,-0.002,0.033,0,0.033,0,0.033,0,0.033,0,0.033,0,0.033,0,0.033,0
0.00028,-0.057,-0.033,-0.018,-0.007,0.057,0.033,0.057,0.033,0.057,0.033,0.057,0.033,0.057,0.033,0.057,0.033,0.057,0.033
0.00026,0.007,-0.057,-0.015,-0.018,-0.007,0.057,-0.007,0.057,-0.007,0.057,-0.007,0.057,-0.007,0.057,-0.007,0.057,-0.007,0.057
-0.00022,0.054,0.007,0.016,-0.015,-0.054,-0.007,-0.054,-0.007,-0.054,-0.007,-0.054,-0.007,-0.054,-0.007,-0.054,-0.007,-0.054,-0.007
-0.00108,0.032,0.054,-0.01,0.016,-0.032,-0.054,-0.032,-0.054,-0.032,-0.054,-0.032,-0.054,-0.032,-0.054,-0.032,-0.054,-0.032,-0.054
0.00028,0.053,0.032,0.018,-0.01,-0.053,-0.032,-0.053,-0.032,-0.053,-0.032,-0.053,-0.032,-0.053,-0.032,-0.053,-0.032,-0.053,-0.032
-1.00E-05,0.009,0.053,0.008,0.018,-0.009,-0.053,-0.009,-0.053,-0.009,-0.053,-0.009,-0.053,-0.009,-0.053,-0.009,-0.053,-0.009,-0.053
1.00E-05,-0.007,0.009,0,0.008,0.007,-0.009,0.007,-0.009,0.007,-0.009,0.007,-0.009,0.007,-0.009,0.007,-0.009,0.007,-0.009
0.00054,-0.032,-0.007,0,0,0.032,0.007,0.032,0.007,0.032,0.007,0.032,0.007,0.032,0.007,0.032,0.007,0.032,0.007
0.00051,0.005,-0.032,-0.007,0,-0.005,0.032,-0.005,0.032,-0.005,0.032,-0.005,0.032,-0.005,0.032,-0.005,0.032,-0.005,0.032
0.00057,0.035,0.005,0.003,-0.007,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005,-0.035,-0.005
0.00296,0.007,0.035,0.023,0.003,-0.007,-0.035,-0.007,-0.035,-0.007,-0.035,-0.007,-0.035,-0.007,-0.035,-0.007,-0.035,-0.007,-0.035
-2.00E-05,0.022,0.007,0.002,0.023,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007
0.00081,-0.06,0.022,-0.005,0.002,0.06,-0.022,0.06,-0.022,0.06,-0.022,0.06,-0.022,0.06,-0.022,0.06,-0.022,0.06,-0.022
0.00064,0.042,-0.06,-0.003,-0.005,-0.042,0.06,-0.042,0.06,-0.042,0.06,-0.042,0.06,-0.042,0.06,-0.042,0.06,-0.042,0.06
2.00E-05,-0.013,0.042,-0.007,-0.003,0.013,-0.042,0.013,-0.042,0.013,-0.042,0.013,-0.042,0.013,-0.042,0.013,-0.042,0.013,-0.042
0.00112,-0.072,-0.013,-0.032,-0.007,0.072,0.013,0.072,0.013,0.072,0.013,0.072,0.013,0.072,0.013,0.072,0.013,0.072,0.013
-0.00021,-0.022,-0.072,-0.006,-0.032,0.022,0.072,0.022,0.072,0.022,0.072,0.022,0.072,0.022,0.072,0.022,0.072,0.022,0.072
0.00275,-0.029,-0.022,-0.026,-0.006,0.029,0.022,0.029,0.022,0.029,0.022,0.029,0.022,0.029,0.022,0.029,0.022,0.029,0.022
0.00025,0.002,-0.029,-0.005,-0.026,-0.002,0.029,-0.002,0.029,-0.002,0.029,-0.002,0.029,-0.002,0.029,-0.002,0.029,-0.002,0.029
-0.00063,-0.012,0.002,-0.011,-0.005,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002
0.00035,0.04,-0.012,0.013,-0.011,-0.05,0.012,-0.05,0.012,-0.05,0.012,-0.05,0.012,-0.05,0.012,-0.05,0.012,-0.05,0.012
8.00E-05,-0.024,0.04,0.002,0.013,0.024,-0.05,0.024,-0.05,0.024,-0.05,0.024,-0.05,0.024,-0.05,0.024,-0.05,0.024,-0.05
-4.00E-05,0.004,-0.024,-0.014,0.002,-0.004,0.024,-0.004,0.024,-0.004,0.024,-0.004,0.024,-0.004,0.024,-0.004,0.024,-0.004,0.024
-0.00042,-0.031,0.004,-0.012,-0.014,0.031,-0.004,0.031,-0.004,0.031,-0.004,0.031,-0.004,0.031,-0.004,0.031,-0.004,0.031,-0.004
-0.001,0.016,-0.031,-0.004,-0.012,-0.016,0.031,-0.016,0.031,-0.016,0.031,-0.016,0.031,-0.016,0.031,-0.016,0.031,-0.016,0.031
0.00088,0.003,0.016,0.004,-0.004,-0.003,-0.016,-0.003,-0.016,-0.003,-0.016,-0.003,-0.016,-0.003,-0.016,-0.003,-0.016,-0.003,-0.016
-3.00E-05,-0.002,0.003,0,0.004,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003
-0.0004,-0.022,-0.002,-0.001,0,0.022,0.002,0.022,0.002,0.022,0.002,0.022,0.002,0.022,0.002,0.022,0.002,0.022,0.002
0.00075,0.055,-0.022,-0.008,-0.001,-0.055,0.022,-0.055,0.022,-0.055,0.022,-0.055,0.022,-0.055,0.022,-0.055,0.022,-0.055,0.022
0.00554,-0.01,0.055,0.044,-0.008,0.01,-0.055,0.01,-0.055,0.01,-0.055,0.01,-0.055,0.01,-0.055,0.01,-0.055,0.01,-0.055
0.00045,-0.049,-0.01,-0.035,0.044,0.049,0.01,0.049,0.01,0.049,0.01,0.049,0.01,0.049,0.01,0.049,0.01,0.049,0.01
0.00074,0.013,-0.049,-0.015,-0.035,-0.013,0.049,-0.013,0.049,-0.013,0.049,-0.013,0.049,-0.013,0.049,-0.013,0.049,-0.013,0.049
0.00031,-0.05,0.013,-0.013,-0.015,0.05,-0.013,0.05,-0.013,0.05,-0.013,0.05,-0.013,0.05,-0.013,0.05,-0.013,0.05,-0.013
0.00271,-0.052,-0.05,-0.022,-0.013,0.052,0.05,0.052,0.05,0.052,0.05,0.052,0.05,0.052,0.05,0.052,0.05,0.052,0.05
-4.00E-05,-0.043,-0.052,-0.066,-0.022,0.043,0.052,0.043,0.052,0.043,0.052,0.043,0.052,0.043,0.052,0.043,0.052,0.043,0.052
-0.00023,0.032,-0.043,0.012,-0.066,-0.032,0.043,-0.032,0.043,-0.032,0.043,-0.032,0.043,-0.032,0.043,-0.032,0.043,-0.032,0.043
0.00184,-0.036,0.032,-0.016,0.012,0.016,-0.032,0.016,-0.032,0.016,-0.032,0.016,-0.032,0.016,-0.032,0.016,-0.032,0.016,-0.032
0.00027,0.059,-0.036,0.015,-0.016,-0.059,0.016,-0.059,0.016,-0.059,0.016,-0.059,0.016,-0.059,0.016,-0.059,0.016,-0.059,0.016
0.00165,-0.09,0.059,-0.006,0.015,0.09,-0.059,0.09,-0.059,0.09,-0.059,0.09,-0.059,0.09,-0.059,0.09,-0.059,0.09,-0.059
0.00593,0.024,-0.09,-0.036,-0.006,-0.034,0.09,-0.034,0.09,-0.034,0.09,-0.034,0.09,-0.034,0.09,-0.034,0.09,-0.034,0.09
-0.00021,-0.018,0.024,0.03,-0.036,0.018,-0.034,0.018,-0.034,0.018,-0.034,0.018,-0.034,0.018,-0.034,0.018,-0.034,0.018,-0.034
0.00264,-0.081,-0.018,-0.092,0.03,0.081,0.018,0.081,0.018,0.081,0.018,0.081,0.018,0.081,0.018,0.081,0.018,0.081,0.018
0.00383,0.022,-0.081,0.014,-0.092,-0.052,0.081,-0.052,0.081,-0.052,0.081,-0.052,0.081,-0.052,0.081,-0.052,0.081,-0.052,0.081
0.00226,0.027,0.022,-0.024,0.014,-0.007,-0.052,-0.007,-0.052,-0.007,-0.052,-0.007,-0.052,-0.007,-0.052,-0.007,-0.052,-0.007,-0.052
0.00286,-0.04,0.027,-0.017,-0.024,0.04,-0.007,0.04,-0.007,0.04,-0.007,0.04,-0.007,0.04,-0.007,0.04,-0.007,0.04,-0.007
0.00157,0.044,-0.04,0.021,-0.017,-0.334,0.04,-0.334,0.04,-0.334,0.04,-0.334,0.04,-0.334,0.04,-0.334,0.04,-0.334,0.04
0.00683,0.004,0.044,-0.008,0.021,-0.004,-0.334,-0.004,-0.334,-0.004,-0.334,-0.004,-0.334,-0.004,-0.334,-0.004,-0.334,-0.004,-0.334
0.01648,-0.024,0.004,0.012,-0.008,0.024,-0.004,0.024,-0.004,0.024,-0.004,0.024,-0.004,0.024,-0.004,0.024,-0.004,0.024,-0.004
0.01247,0.087,-0.024,0.038,0.012,-0.077,0.024,-0.077,0.024,-0.077,0.024,-0.077,0.024,-0.077,0.024,-0.077,0.024,-0.077,0.024
0.00748,-0.05,0.087,-0.06,0.038,0.05,-0.077,0.05,-0.077,0.05,-0.077,0.05,-0.077,0.05,-0.077,0.05,-0.077,0.05,-0.077
0.01717,-0.069,-0.05,-0.025,-0.06,0.169,0.05,0.169,0.05,0.169,0.05,0.169,0.05,0.169,0.05,0.169,0.05,0.169,0.05
0.00593,0.02,-0.069,-0.012,-0.025,-0.02,0.169,-0.02,0.169,-0.02,0.169,-0.02,0.169,-0.02,0.169,-0.02,0.169,-0.02,0.169
0.00045,0.143,0.02,0.083,-0.012,-0.143,-0.02,-0.143,-0.02,-0.143,-0.02,-0.143,-0.02,-0.143,-0.02,-0.143,-0.02,-0.143,-0.02
0.00083,-0.086,0.143,-0.012,0.083,0.086,-0.143,0.086,-0.143,0.086,-0.143,0.086,-0.143,0.086,-0.143,0.086,-0.143,0.086,-0.143
0.00036,0.046,-0.086,0.006,-0.012,-0.046,0.086,-0.046,0.086,-0.046,0.086,-0.046,0.086,-0.046,0.086,-0.046,0.086,-0.046,0.086
0.00029,-0.026,0.046,-0.034,0.006,0.026,-0.046,0.026,-0.046,0.026,-0.046,0.026,-0.046,0.026,-0.046,0.026,-0.046,0.026,-0.046
0.00365,0.004,-0.026,-0.013,-0.034,-0.004,0.026,-0.004,0.026,-0.004,0.026,-0.004,0.026,-0.004,0.026,-0.004,0.026,-0.004,0.026
0.00119,-0.064,0.004,-0.004,-0.013,0.064,-0.004,0.064,-0.004,0.064,-0.004,0.064,-0.004,0.064,-0.004,0.064,-0.004,0.064,-0.004
-0.00044,-0.007,-0.064,-0.018,-0.004,-0.013,0.064,-0.013,0.064,-0.013,0.064,-0.013,0.064,-0.013,0.064,-0.013,0.064,-0.013,0.064
0.00363,0.038,-0.007,0.015,-0.018,-0.038,-0.013,-0.038,-0.013,-0.038,-0.013,-0.038,-0.013,-0.038,-0.013,-0.038,-0.013,-0.038,-0.013
1.00E-04,-0.028,0.038,0.016,0.015,0.028,-0.038,0.028,-0.038,0.028,-0.038,0.028,-0.038,0.028,-0.038,0.028,-0.038,0.028,-0.038
0.00027,0.022,-0.028,-0.035,0.016,-0.022,0.028,-0.022,0.028,-0.022,0.028,-0.022,0.028,-0.022,0.028,-0.022,0.028,-0.022,0.028
0.00051,-0.033,0.022,-0.013,-0.035,0.033,-0.022,0.033,-0.022,0.033,-0.022,0.033,-0.022,0.033,-0.022,0.033,-0.022,0.033,-0.022
0.00016,0.007,-0.033,-0.012,-0.013,-0.007,0.033,-0.007,0.033,-0.007,0.033,-0.007,0.033,-0.007,0.033,-0.007,0.033,-0.007,0.033
0.00113,-0.014,0.007,-0.005,-0.012,0.014,-0.007,0.014,-0.007,0.014,-0.007,0.014,-0.007,0.014,-0.007,0.014,-0.007,0.014,-0.007
8.00E-05,-0.005,-0.014,-0.038,-0.005,0.005,0.014,0.005,0.014,0.005,0.014,0.005,0.014,0.005,0.014,0.005,0.014,0.005,0.014
0.00043,-0.023,-0.005,-0.005,-0.038,0.023,0.005,0.023,0.005,0.023,0.005,0.023,0.005,0.023,0.005,0.023,0.005,0.023,0.005
0.00206,-0.038,-0.023,-0.005,-0.005,0.038,0.023,0.038,0.023,0.038,0.023,0.038,0.023,0.038,0.023,0.038,0.023,0.038,0.023
0.0003,-0.016,-0.038,-0.041,-0.005,0.016,0.038,0.016,0.038,0.016,0.038,0.016,0.038,0.016,0.038,0.016,0.038,0.016,0.038
-0.00031,0.026,-0.016,0.008,-0.041,-0.026,0.016,-0.026,0.016,-0.026,0.016,-0.026,0.016,-0.026,0.016,-0.026,0.016,-0.026,0.016
0.00022,0,0.026,0.009,0.008,-0.11,-0.026,-0.11,-0.026,-0.11,-0.026,-0.11,-0.026,-0.11,-0.026,-0.11,-0.026,-0.11,-0.026
0.00011,-0.014,0,-0.005,0.009,0.014,-0.11,0.014,-0.11,0.014,-0.11,0.014,-0.11,0.014,-0.11,0.014,-0.11,0.014,-0.11
0.00018,0.024,-0.014,0.011,-0.005,-0.004,0.014,-0.004,0.014,-0.004,0.014,-0.004,0.014,-0.004,0.014,-0.004,0.014,-0.004,0.014
0.00114,0.007,0.024,-0.003,0.011,-0.007,-0.004,-0.007,-0.004,-0.007,-0.004,-0.007,-0.004,-0.007,-0.004,-0.007,-0.004,-0.007,-0.004
-0.00044,0.022,0.007,0.027,-0.003,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007,-0.022,-0.007
-0.00066,0.011,0.022,-0.019,0.027,-0.011,-0.022,-0.011,-0.022,-0.011,-0.022,-0.011,-0.022,-0.011,-0.022,-0.011,-0.022,-0.011,-0.022
0.00249,-0.01,0.011,-0.002,-0.019,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011
0.00011,-0.018,-0.01,-0.001,-0.002,0.018,0.01,0.018,0.01,0.018,0.01,0.018,0.01,0.018,0.01,0.018,0.01,0.018,0.01
-0.00012,0.008,-0.018,0.002,-0.001,-0.008,0.018,-0.008,0.018,-0.008,0.018,-0.008,0.018,-0.008,0.018,-0.008,0.018,-0.008,0.018
0.00012,0.007,0.008,-0.003,0.002,-0.007,-0.008,-0.007,-0.008,-0.007,-0.008,-0.007,-0.008,-0.007,-0.008,-0.007,-0.008,-0.007,-0.008
-0.00158,-0.027,0.007,-0.009,-0.003,0.027,-0.007,0.017,-0.007,0.017,-0.007,0.017,-0.007,0.017,-0.007,0.017,-0.007,0.017,-0.007
-0.00045,-0.031,-0.027,-0.012,-0.009,0.031,0.027,0.031,0.017,0.031,0.017,0.031,0.017,0.031,0.017,0.031,0.017,0.031,0.017
-9.00E-05,-0.015,-0.031,-0.011,-0.012,-0.045,0.031,-0.045,0.031,-0.045,0.031,-0.045,0.031,-0.045,0.031,-0.045,0.031,-0.045,0.031
0.00014,-0.014,-0.015,-0.012,-0.011,0.014,-0.045,0.014,-0.045,0.014,-0.045,0.014,-0.045,0.014,-0.045,0.014,-0.045,0.014,-0.045
-3.00E-05,-0.032,-0.014,-0.015,-0.012,0.002,0.014,0.032,0.014,0.032,0.014,0.032,0.014,0.032,0.014,0.032,0.014,0.032,0.014
0.00018,0.012,-0.032,-0.002,-0.015,-0.012,0.002,-0.012,0.032,-0.012,0.032,-0.012,0.032,-0.012,0.032,-0.012,0.032,-0.012,0.032
0.00068,-0.04,0.012,-0.01,-0.002,0.04,-0.012,0.04,-0.012,0.04,-0.012,0.04,-0.012,0.04,-0.012,0.04,-0.012,0.04,-0.012
2.00E-05,-0.03,-0.04,-0.033,-0.01,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04
-1.00E-05,0.013,-0.03,0.009,-0.033,-0.013,0.03,-0.013,0.03,-0.013,0.03,-0.013,0.03,-0.013,0.03,-0.013,0.03,-0.013,0.03
0.00047,0.005,0.013,0,0.009,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013
0.00071,0.013,0.005,0.002,0,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005,-0.013,-0.005
6.00E-05,-0.011,0.013,-0.003,0.002,-0.039,-0.013,-0.039,-0.013,-0.039,-0.013,-0.039,-0.013,-0.039,-0.013,-0.039,-0.013,-0.039,-0.013
0,-0.008,-0.011,-0.016,-0.003,0.008,-0.039,0.008,-0.039,0.008,-0.039,0.008,-0.039,0.008,-0.039,0.008,-0.039,0.008,-0.039
1.00E-05,-0.012,-0.008,0.003,-0.016,-0.148,0.008,-0.148,0.008,-0.148,0.008,-0.148,0.008,-0.148,0.008,-0.148,0.008,-0.148,0.008
-0.00032,-0.019,-0.012,-0.016,0.003,-0.001,-0.148,-0.001,-0.148,-0.001,-0.148,-0.001,-0.148,-0.001,-0.148,-0.001,-0.148,-0.001,-0.148
