ID,NAME,TIME,P,CY,DONG,SIZE,F,LAT,LON,D_P,D_HS,D_R,D_U,D_HP,D_M,D_S,BRAND,N_H,N_D,HEAT,HIGHEST,LOWEST,PARK,YONG,GUN
1,SM드림빌,2012Q2,32700,2003,삼성동,52.79,2,37.5180503,127.0592093,566.2859603,314.461483,217.7566991,2487.29736,853.8621193,698.7748585,643.9792835,0,16,1,개별난방,5,3,0.75,241,59
2,SM드림빌,2007Q1,24100,2003,삼성동,51.75,3,37.5061669,127.0509424,950.3914012,491.2650162,878.5624973,2124.82126,1066.11649,456.1718036,255.7071727,0,16,1,개별난방,5,3,0.75,241,59
3,SM드림빌,2016Q3,50700,2003,삼성동,62.64,5,37.512286,127.0473052,745.3103825,917.0573773,801.6454139,1523.76133,786.263217,1052.240423,761.6707129,0,16,1,개별난방,5,3,0.75,241,59
4,SM드림빌,2006Q4,43000,2003,삼성동,84.13,4,37.5175999,127.0500484,465.9553603,554.7133867,888.1171675,1676.974525,171.4677618,1036.481035,246.4234973,0,16,1,개별난방,5,3,0.75,241,59
5,SM드림빌,2007Q2,43000,2003,삼성동,84.13,4,37.5148954,127.0604307,449.516275,417.3511672,569.6107045,2602.021414,1062.500584,364.0572111,710.991954,0,16,1,개별난방,5,3,0.75,241,59
6,SM드림빌,2010Q1,41000,2003,삼성동,84.13,4,37.5174418,127.0648795,917.4309523,773.5899168,540.9383935,2985.392723,1359.070549,805.8148106,967.9620588,0,16,1,개별난방,5,3,0.75,241,59
7,SM드림빌,2015Q1,42750,2003,삼성동,62.64,5,37.5061669,127.0509424,950.3914012,491.2650162,878.5624973,2124.82126,1066.11649,456.1718036,255.7071727,0,16,1,개별난방,5,3,0.75,241,59
8,SM드림빌,2017Q1,50000,2003,삼성동,52.79,3,37.5061669,127.0509424,950.3914012,491.2650162,878.5624973,2124.82126,1066.11649,456.1718036,255.7071727,0,16,1,개별난방,5,3,0.75,241,59
9,SM드림빌,2017Q1,48500,2003,삼성동,51.75,3,37.5139907,127.0498969,494.5020953,624.5556504,1088.810542,1694.016155,569.7076112,858.1056947,604.3451301,0,16,1,개별난방,5,3,0.75,241,59
10,SM드림빌,2017Q1,50000,2003,삼성동,52.79,3,37.5061669,127.0509424,950.3914012,491.2650162,878.5624973,2124.82126,1066.11649,456.1718036,255.7071727,0,16,1,개별난방,5,3,0.75,241,59
11,SM드림빌,2008Q4,40000,2003,삼성동,84.13,4,37.5084889,127.0540818,615.4542773,756.6629988,799.4937728,2238.61656,1198.82611,339.6782706,634.4789636,0,16,1,개별난방,5,3,0.75,241,59
12,SM드림빌,2006Q4,43000,2003,삼성동,84.13,4,37.5175999,127.0500484,465.9553603,554.7133867,888.1171675,1676.974525,171.4677618,1036.481035,246.4234973,0,16,1,개별난방,5,3,0.75,241,59
13,SM드림빌,2014Q1,38500,2003,삼성동,62.64,5,37.5175999,127.0500484,465.9553603,554.7133867,888.1171675,1676.974525,171.4677618,1036.481035,246.4234973,0,16,1,개별난방,5,3,0.75,241,59
14,SM드림빌,2008Q2,23000,2003,삼성동,51.75,2,37.5080189,127.0554164,655.0082975,627.7765203,683.8250622,2367.546151,1124.668605,244.537881,683.3218134,0,16,1,개별난방,5,3,0.75,241,59
15,SM드림빌,2006Q2,16000,2003,삼성동,52.79,1,37.5128565,127.0443326,992.590257,827.372359,605.5497083,1255.658985,838.1530919,1011.13312,552.560787,0,16,1,개별난방,5,3,0.75,241,59
16,SM드림빌,2017Q1,48500,2003,삼성동,51.75,3,37.5139907,127.0498969,494.5020953,624.5556504,1088.810542,1694.016155,569.7076112,858.1056947,604.3451301,0,16,1,개별난방,5,3,0.75,241,59
17,SM드림빌,2015Q3,42900,2003,삼성동,51.75,2,37.5157226,127.0509972,445.92673,467.7295636,898.8326001,1764.308039,395.3016448,847.6062891,392.069595,0,16,1,개별난방,5,3,0.75,241,59
18,SM드림빌,2006Q2,16000,2003,삼성동,52.79,1,37.5128565,127.0443326,992.590257,827.372359,605.5497083,1255.658985,838.1530919,1011.13312,552.560787,0,16,1,개별난방,5,3,0.75,241,59
19,SM드림빌,2008Q2,21500,2003,삼성동,52.79,3,37.5180503,127.0592093,566.2859603,314.461483,217.7566991,2487.29736,853.8621193,698.7748585,643.9792835,0,16,1,개별난방,5,3,0.75,241,59
20,가람,2013Q2,83000,1993,일원동,84.95,3,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
21,가람,2007Q1,50000,1993,일원동,84.95,1,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
22,가람,2006Q3,84500,1993,일원동,84.95,5,37.4852744,127.0850149,704.3466735,377.9734405,1208.872667,5589.373133,540.8111899,253.1564806,144.636184,0,496,13,지역난방,5,4,1,109,27
23,가람,2008Q1,76800,1993,일원동,75.16,1,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
24,가람,2009Q4,91500,1993,일원동,84.95,4,37.4852744,127.0850149,704.3466735,377.9734405,1208.872667,5589.373133,540.8111899,253.1564806,144.636184,0,496,13,지역난방,5,4,1,109,27
25,가람,2008Q1,80000,1993,일원동,75.16,4,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
26,가람,2014Q2,73500,1993,일원동,75.16,3,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
27,가람,2017Q1,90000,1993,일원동,75.16,5,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
28,가람,2014Q2,79000,1993,일원동,84.95,1,37.4847039,127.0877692,538.8549371,514.3089525,1448.226376,5461.144521,542.7878123,503.8173749,301.4072489,0,496,13,지역난방,5,4,1,109,27
29,가람,2007Q3,104500,1993,일원동,84.95,2,37.4824889,127.0854257,505.2730654,198.8419654,1257.557051,5782.299669,817.8974405,484.8229511,193.9781331,0,496,13,지역난방,5,4,1,109,27
30,가람,2007Q3,82500,1993,일원동,75.16,3,37.4852744,127.0850149,704.3466735,377.9734405,1208.872667,5589.373133,540.8111899,253.1564806,144.636184,0,496,13,지역난방,5,4,1,109,27
31,가람,2017Q1,105000,1993,일원동,84.95,2,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
32,가람,2016Q1,82000,1993,일원동,75.16,2,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
33,가람,2017Q1,109000,1993,일원동,84.95,2,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
34,가람,2007Q2,105000,1993,일원동,84.95,2,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
35,가람,2011Q3,92000,1993,일원동,84.95,2,37.4818297,127.0778487,366.9683097,506.2897115,635.7716446,5470.596353,1234.935321,618.3641415,634.0568637,0,496,13,지역난방,5,4,1,109,27
36,가람,2011Q2,92000,1993,일원동,84.95,2,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
37,가람,2012Q4,76000,1993,일원동,84.95,1,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
38,가람,2014Q2,74900,1993,일원동,75.16,2,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
39,가람,2012Q4,81700,1993,일원동,84.95,3,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
40,가람,2011Q3,89500,1993,일원동,84.95,3,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
41,가람,2012Q2,72500,1993,일원동,75.16,3,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
42,가람,2013Q4,70500,1993,일원동,75.16,3,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
43,가람,2008Q2,1.00E+05,1993,일원동,84.95,4,37.4872297,127.09869,581.7909484,419.7881887,1394.066253,4614.075846,992.3794605,1449.784333,280.1024571,0,496,13,지역난방,5,4,1,109,27
44,가람,2014Q2,82500,1993,일원동,84.95,3,37.4824889,127.0854257,505.2730654,198.8419654,1257.557051,5782.299669,817.8974405,484.8229511,193.9781331,0,496,13,지역난방,5,4,1,109,27
45,가람,2012Q1,68000,1993,일원동,75.16,5,37.4839617,127.0808633,480.1809404,198.0751945,838.6526274,5698.344995,878.7449507,270.510877,317.6276613,0,496,13,지역난방,5,4,1,109,27
46,가람,2011Q3,88750,1993,일원동,84.95,2,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
47,가람,2013Q2,72000,1993,일원동,84.95,5,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
48,가람,2011Q4,74250,1993,일원동,75.16,5,37.4912611,127.0793136,1191.874306,304.4234035,1023.459823,5129.957278,777.0846681,634.6212817,274.6444401,0,496,13,지역난방,5,4,1,109,27
49,가람,2012Q1,73000,1993,일원동,75.16,3,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
50,가람,2007Q1,105000,1993,일원동,84.95,1,37.4852744,127.0850149,704.3466735,377.9734405,1208.872667,5589.373133,540.8111899,253.1564806,144.636184,0,496,13,지역난방,5,4,1,109,27
51,가람,2011Q4,70000,1993,일원동,75.16,1,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
52,가람,2007Q3,80000,1993,일원동,75.16,4,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
53,가람,2011Q3,85200,1993,일원동,84.95,5,37.4912611,127.0793136,1191.874306,304.4234035,1023.459823,5129.957278,777.0846681,634.6212817,274.6444401,0,496,13,지역난방,5,4,1,109,27
54,가람,2007Q2,93500,1993,일원동,84.95,1,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
55,가람,2008Q3,86000,1993,일원동,84.95,5,37.481543,127.0820842,232.920697,236.5777823,995.2595239,5844.682832,1029.527122,506.740163,349.2845742,0,496,13,지역난방,5,4,1,109,27
56,가람,2013Q1,62700,1993,일원동,75.16,5,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
57,가람,2012Q4,78000,1993,일원동,84.95,3,37.481543,127.0820842,232.920697,236.5777823,995.2595239,5844.682832,1029.527122,506.740163,349.2845742,0,496,13,지역난방,5,4,1,109,27
58,가람,2007Q4,70000,1993,일원동,75.16,1,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
59,가람,2011Q4,73000,1993,일원동,75.16,2,37.4847039,127.0877692,538.8549371,514.3089525,1448.226376,5461.144521,542.7878123,503.8173749,301.4072489,0,496,13,지역난방,5,4,1,109,27
60,가람,2017Q1,109000,1993,일원동,84.95,2,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
61,가람,2017Q1,105000,1993,일원동,84.95,2,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
62,가람,2010Q2,94000,1993,일원동,84.95,3,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
63,가람,2012Q2,65600,1993,일원동,75.16,1,37.4842694,127.0826009,534.2930541,229.7077599,991.1372232,5821.324802,751.3820896,204.0417477,165.7384685,0,496,13,지역난방,5,4,1,109,27
64,가람,2017Q1,90000,1993,일원동,75.16,5,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
65,가람,2012Q2,76500,1993,일원동,84.95,4,37.4824889,127.0854257,505.2730654,198.8419654,1257.557051,5782.299669,817.8974405,484.8229511,193.9781331,0,496,13,지역난방,5,4,1,109,27
66,가람,2008Q2,90900,1993,일원동,84.95,1,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
67,가람,2016Q4,116900,1993,일원동,84.95,4,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
68,가람,2008Q1,91900,1993,일원동,84.95,1,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
69,가람,2011Q2,96000,1993,일원동,84.95,2,37.4927409,127.0908842,535.258347,535.3760703,1312.172883,4647.218036,442.237568,1057.18121,1012.119982,0,496,13,지역난방,5,4,1,109,27
70,가람,2012Q2,85500,1993,일원동,84.95,3,37.4824889,127.0854257,505.2730654,198.8419654,1257.557051,5782.299669,817.8974405,484.8229511,193.9781331,0,496,13,지역난방,5,4,1,109,27
71,가람,2006Q3,84500,1993,일원동,84.95,5,37.4852744,127.0850149,704.3466735,377.9734405,1208.872667,5589.373133,540.8111899,253.1564806,144.636184,0,496,13,지역난방,5,4,1,109,27
72,가람,2016Q4,118500,1993,일원동,84.95,4,37.4923284,127.078291,1316.535911,285.0553825,997.0087335,4988.980834,898.2495865,781.0743259,188.1460961,0,496,13,지역난방,5,4,1,109,27
73,가람,2008Q4,74300,1993,일원동,84.95,2,37.4852744,127.0850149,704.3466735,377.9734405,1208.872667,5589.373133,540.8111899,253.1564806,144.636184,0,496,13,지역난방,5,4,1,109,27
74,강남데시앙포레,2017Q1,71000,2014,수서동,59.81,8,37.4891733,127.1008272,773.7186246,184.0593702,1111.141271,4327.386299,1146.941519,1668.6567,218.5054796,2,787,14,개별난방,15,10,1.21,0,0
75,강남데시앙포레,2016Q4,77000,2014,수서동,59.97,8,37.4896733,127.0544429,834.1249304,205.2994172,582.6632887,3320.467744,797.3071245,1045.964643,153.3778238,2,787,14,개별난방,15,10,1.21,0,0
76,강남데시앙포레,2016Q4,87500,2014,수서동,84.86,4,37.4891733,127.1008272,773.7186246,184.0593702,1111.141271,4327.386299,1146.941519,1668.6567,218.5054796,2,787,14,개별난방,15,10,1.21,0,0
77,강남데시앙포레,2016Q1,88000,2014,수서동,84.92,9,37.4847039,127.0877692,538.8549371,514.3089525,1448.226376,5461.144521,542.7878123,503.8173749,301.4072489,2,787,14,개별난방,15,10,1.21,0,0
78,강남데시앙포레,2016Q4,90000,2014,수서동,84.92,3,37.4847039,127.0877692,538.8549371,514.3089525,1448.226376,5461.144521,542.7878123,503.8173749,301.4072489,2,787,14,개별난방,15,10,1.21,0,0
79,강남데시앙포레,2015Q4,94000,2014,수서동,84.92,13,37.4849452,127.0909199,362.6314809,722.1313716,1727.291327,5251.088242,582.7092163,768.5462201,579.4553107,2,787,14,개별난방,15,10,1.21,0,0
80,강남데시앙포레,2017Q1,71000,2014,수서동,59.81,8,37.4891733,127.1008272,773.7186246,184.0593702,1111.141271,4327.386299,1146.941519,1668.6567,218.5054796,2,787,14,개별난방,15,10,1.21,0,0
81,강남데시앙포레,2016Q4,70000,2014,수서동,59.97,5,37.4847039,127.0877692,538.8549371,514.3089525,1448.226376,5461.144521,542.7878123,503.8173749,301.4072489,2,787,14,개별난방,15,10,1.21,0,0
82,강남데시앙포레,2014Q4,89716,2014,수서동,114.45,11,37.4849452,127.0909199,362.6314809,722.1313716,1727.291327,5251.088242,582.7092163,768.5462201,579.4553107,2,787,14,개별난방,15,10,1.21,0,0
83,강남데시앙포레,2015Q4,75000,2014,수서동,84.92,12,37.4872297,127.09869,581.7909484,419.7881887,1394.066253,4614.075846,992.3794605,1449.784333,280.1024571,2,787,14,개별난방,15,10,1.21,0,0
84,강남데시앙포레,2016Q4,95000,2014,수서동,84.92,3,37.4849452,127.0909199,362.6314809,722.1313716,1727.291327,5251.088242,582.7092163,768.5462201,579.4553107,2,787,14,개별난방,15,10,1.21,0,0
85,강남데시앙포레,2016Q1,86500,2014,수서동,84.96,7,37.4847039,127.0877692,538.8549371,514.3089525,1448.226376,5461.144521,542.7878123,503.8173749,301.4072489,2,787,14,개별난방,15,10,1.21,0,0
86,강남데시앙포레,2016Q4,74500,2014,수서동,59.81,2,37.4849452,127.0909199,362.6314809,722.1313716,1727.291327,5251.088242,582.7092163,768.5462201,579.4553107,2,787,14,개별난방,15,10,1.21,0,0
87,강남데시앙포레,2016Q4,70000,2014,수서동,59.62,5,37.4872297,127.09869,581.7909484,419.7881887,1394.066253,4614.075846,992.3794605,1449.784333,280.1024571,2,787,14,개별난방,15,10,1.21,0,0
88,강남데시앙포레,2014Q4,78700,2014,수서동,101.88,9,37.4849452,127.0909199,362.6314809,722.1313716,1727.291327,5251.088242,582.7092163,768.5462201,579.4553107,2,787,14,개별난방,15,10,1.21,0,0
89,강남데시앙포레,2017Q3,109500,2014,수서동,84.92,2,37.489365,127.1035545,1015.045805,149.6353083,991.8277424,4166.667532,1387.15146,1909.012043,266.4291378,2,787,14,개별난방,15,10,1.21,0,0
90,강남데시앙포레,2014Q4,84000,2014,수서동,114.45,2,37.4847039,127.0877692,538.8549371,514.3089525,1448.226376,5461.144521,542.7878123,503.8173749,301.4072489,2,787,14,개별난방,15,10,1.21,0,0
91,강남데시앙포레,2016Q4,89500,2014,수서동,84.92,6,37.4847039,127.0877692,538.8549371,514.3089525,1448.226376,5461.144521,542.7878123,503.8173749,301.4072489,2,787,14,개별난방,15,10,1.21,0,0
92,강남데시앙포레,2016Q4,72000,2014,수서동,59.97,9,37.4872297,127.09869,581.7909484,419.7881887,1394.066253,4614.075846,992.3794605,1449.784333,280.1024571,2,787,14,개별난방,15,10,1.21,0,0
93,강남역우정에쉐르,2011Q1,14000,2004,역삼동,17.23,6,37.4975477,127.0500818,920.5700374,558.9785228,569.4785048,2734.085115,626.6766661,1069.771306,780.8173368,0,52,1,개별난방,13,12,0.75,536,58
94,강남역우정에쉐르,2007Q1,10000,2004,역삼동,16.78,7,37.4956742,127.0429163,625.4566819,875.2773172,362.6535084,2375.655838,440.0249358,1627.255661,790.2129718,0,52,1,개별난방,13,12,0.75,536,58
95,강남역우정에쉐르,2009Q3,14500,2004,역삼동,17.23,8,37.4975477,127.0500818,920.5700374,558.9785228,569.4785048,2734.085115,626.6766661,1069.771306,780.8173368,0,52,1,개별난방,13,12,0.75,536,58
96,강남역우정에쉐르,2010Q1,14000,2004,역삼동,17.13,12,37.4993136,127.0457954,1004.230956,396.9547561,640.744669,2353.271691,728.7540716,1167.639691,641.2364227,0,52,1,개별난방,13,12,0.75,536,58
97,강남역우정에쉐르,2007Q1,9300,2004,역삼동,17.23,7,37.4919845,127.0330173,1077.563759,435.7988556,817.669511,1438.2131,1177.345287,872.0688739,803.7841175,0,52,1,개별난방,13,12,0.75,536,58
98,강남역우정에쉐르,2015Q2,16800,2004,역삼동,17.23,6,37.5024449,127.0493832,1384.991766,107.0250169,952.6740199,2283.823918,855.0658132,706.0267664,232.4257838,0,52,1,개별난방,13,12,0.75,536,58
99,강남역우정에쉐르,2008Q2,13000,2004,역삼동,17.13,8,37.5017764,127.0439711,1279.580165,376.8131897,932.6317682,2035.811858,965.3886408,1164.562719,533.9797526,0,52,1,개별난방,13,12,0.75,536,58
100,강남역우정에쉐르,2006Q4,10000,2004,역삼동,17.13,7,37.5019799,127.0442799,1300.492433,346.6261812,950.0109679,2032.594255,975.124492,1130.625759,498.6751675,0,52,1,개별난방,13,12,0.75,536,58
101,강남역우정에쉐르,2007Q1,11600,2004,역삼동,16.78,13,37.4961419,127.0504293,805.0939385,491.6202629,482.4349568,2877.361487,522.00593,1194.940509,729.2838544,0,52,1,개별난방,13,12,0.75,536,58
102,강남역우정에쉐르,2009Q2,13000,2004,역삼동,17.23,9,37.4936637,127.0310253,1292.312454,630.3097277,1033.895077,1303.463353,1353.520726,977.2550301,555.4799713,0,52,1,개별난방,13,12,0.75,536,58
103,강남역우정에쉐르,2014Q3,13100,2004,역삼동,17.13,12,37.4977677,127.0468195,844.7408168,522.6088285,473.3047199,2546.760789,557.0759776,1220.076628,772.9907103,0,52,1,개별난방,13,12,0.75,536,58
104,강남역우정에쉐르,2007Q1,16200,2004,역삼동,26.68,13,37.5025956,127.0311513,1836.546753,1308.490642,1031.306607,1596.280395,580.7601772,1439.448994,526.1785576,0,52,1,개별난방,13,12,0.75,536,58
105,강남역우정에쉐르,2009Q2,12000,2004,역삼동,17.13,5,37.5019799,127.0442799,1300.492433,346.6261812,950.0109679,2032.594255,975.124492,1130.625759,498.6751675,0,52,1,개별난방,13,12,0.75,536,58
106,강남역우정에쉐르,2008Q1,9000,2004,역삼동,16.78,7,37.5015376,127.0449711,1249.562423,296.9414876,892.9674264,2108.053342,982.0516904,1095.414775,481.8669074,0,52,1,개별난방,13,12,0.75,536,58
107,강남역우정에쉐르,2014Q2,17800,2004,역삼동,16.78,10,37.4923804,127.035785,848.7170712,429.0628497,589.9310135,1686.304512,930.615856,1049.851692,922.0129309,0,52,1,개별난방,13,12,0.75,536,58
108,강남역우정에쉐르,2015Q2,18000,2004,역삼동,16.78,12,37.4987396,127.0498123,1028.647072,425.6261074,665.7734048,2615.482599,666.3644568,970.2810414,646.2099568,0,52,1,개별난방,13,12,0.75,536,58
109,강남역우정에쉐르,2010Q1,12000,2004,역삼동,17.13,7,37.5019799,127.0442799,1300.492433,346.6261812,950.0109679,2032.594255,975.124492,1130.625759,498.6751675,0,52,1,개별난방,13,12,0.75,536,58
110,강남역우정에쉐르,2008Q2,13000,2004,역삼동,16.78,5,37.5014587,127.042696,1257.829524,493.9904239,927.4849593,2005.331721,898.938018,1282.060961,543.0822616,0,52,1,개별난방,13,12,0.75,536,58
111,강남역우정에쉐르,2008Q2,10000,2004,역삼동,17.23,12,37.4975477,127.0500818,920.5700374,558.9785228,569.4785048,2734.085115,626.6766661,1069.771306,780.8173368,0,52,1,개별난방,13,12,0.75,536,58
112,강남역우정에쉐르,2006Q4,10000,2004,역삼동,17.13,7,37.5019799,127.0442799,1300.492433,346.6261812,950.0109679,2032.594255,975.124492,1130.625759,498.6751675,0,52,1,개별난방,13,12,0.75,536,58
113,강남역우정에쉐르,2006Q1,9000,2004,역삼동,17.23,7,37.4942041,127.0435446,452.7178432,794.5448489,231.8454318,2395.028241,291.1468097,1694.41981,849.3536529,0,52,1,개별난방,13,12,0.75,536,58
114,강남역우정에쉐르,2008Q3,12900,2004,역삼동,17.23,5,37.5014587,127.042696,1257.829524,493.9904239,927.4849593,2005.331721,898.938018,1282.060961,543.0822616,0,52,1,개별난방,13,12,0.75,536,58
115,강남역우정에쉐르,2014Q2,17700,2004,역삼동,17.23,10,37.4984079,127.0322674,1443.421642,1131.950532,1218.650995,1628.098499,965.4613773,1515.913651,350.0171187,0,52,1,개별난방,13,12,0.75,536,58
116,강남역우정에쉐르,2009Q1,12000,2004,역삼동,16.78,8,37.503125,127.0483602,1355.172766,89.18931275,1039.797182,2166.420639,972.565114,749.2786735,161.9379657,0,52,1,개별난방,13,12,0.75,536,58
117,강남역우정에쉐르,2008Q1,11500,2004,역삼동,17.13,11,37.4922219,127.0308963,1266.666429,471.3299437,1006.807564,1256.587943,1362.762317,820.1452052,699.9373115,0,52,1,개별난방,13,12,0.75,536,58
118,강남역우정에쉐르,2007Q2,9500,2004,역삼동,17.13,7,37.5017764,127.0439711,1279.580165,376.8131897,932.6317682,2035.811858,965.3886408,1164.562719,533.9797526,0,52,1,개별난방,13,12,0.75,536,58
119,강남역우정에쉐르,2016Q2,18500,2004,역삼동,16.78,13,37.4975477,127.0500818,920.5700374,558.9785228,569.4785048,2734.085115,626.6766661,1069.771306,780.8173368,0,52,1,개별난방,13,12,0.75,536,58
120,강남역우정에쉐르,2009Q2,7200,2004,역삼동,17.13,10,37.4919845,127.0330173,1077.563759,435.7988556,817.669511,1438.2131,1177.345287,872.0688739,803.7841175,0,52,1,개별난방,13,12,0.75,536,58
121,강남역우정에쉐르,2016Q4,19500,2004,역삼동,17.23,12,37.4987396,127.0498123,1028.647072,425.6261074,665.7734048,2615.482599,666.3644568,970.2810414,646.2099568,0,52,1,개별난방,13,12,0.75,536,58
122,강남역우정에쉐르,2016Q2,19000,2004,역삼동,17.13,8,37.4962601,127.046404,673.031629,694.3816231,302.1653053,2670.146885,387.5154995,1371.750902,944.7177997,0,52,1,개별난방,13,12,0.75,536,58
123,강남역우정에쉐르,2010Q2,14200,2004,역삼동,17.23,5,37.4975477,127.0500818,920.5700374,558.9785228,569.4785048,2734.085115,626.6766661,1069.771306,780.8173368,0,52,1,개별난방,13,12,0.75,536,58
124,강남역우정에쉐르,2011Q4,18500,2004,역삼동,17.23,10,37.4987396,127.0498123,1028.647072,425.6261074,665.7734048,2615.482599,666.3644568,970.2810414,646.2099568,0,52,1,개별난방,13,12,0.75,536,58
125,강남역우정에쉐르,2009Q4,14000,2004,역삼동,16.78,10,37.5014587,127.042696,1257.829524,493.9904239,927.4849593,2005.331721,898.938018,1282.060961,543.0822616,0,52,1,개별난방,13,12,0.75,536,58
126,강남역우정에쉐르,2010Q3,14200,2004,역삼동,17.23,9,37.4987396,127.0498123,1028.647072,425.6261074,665.7734048,2615.482599,666.3644568,970.2810414,646.2099568,0,52,1,개별난방,13,12,0.75,536,58
127,강남역우정에쉐르,2017Q4,19300,2004,역삼동,17.23,12,37.4913789,127.0348797,904.6955806,318.8347948,645.4559282,1595.450872,1021.494196,913.2067452,812.7643357,0,52,1,개별난방,13,12,0.75,536,58
128,강남역우정에쉐르,2008Q2,12000,2004,역삼동,16.78,13,37.5026845,127.0458615,1379.16123,208.2925571,975.2064165,2054.665462,1058.30945,971.6979091,339.3710663,0,52,1,개별난방,13,12,0.75,536,58
129,강남역우정에쉐르,2010Q2,13300,2004,역삼동,16.78,9,37.5026845,127.0458615,1379.16123,208.2925571,975.2064165,2054.665462,1058.30945,971.6979091,339.3710663,0,52,1,개별난방,13,12,0.75,536,58
130,강남역우정에쉐르,2010Q3,14000,2004,역삼동,17.13,5,37.5024449,127.0493832,1384.991766,107.0250169,952.6740199,2283.823918,855.0658132,706.0267664,232.4257838,0,52,1,개별난방,13,12,0.75,536,58
