ID,NAME,TIME,P,CY,DONG,SIZE,F,LAT,LON,D_P,D_HS,D_R,D_U,D_HP,D_M,D_S,BRAND,N_H,N_D,HEAT,HIGHEST,LOWEST,PARK,YONG,GUN
5342,개포주공5단지,2016Q2,110000,1983,개포동,74.25,13,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5343,개포주공5단지,2006Q2,96500,1983,개포동,74.25,6,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5344,개포주공5단지,2014Q3,82000,1983,개포동,74.25,6,37.4816825,127.05266,1173.351063,601.0990799,197.7962871,3307.063295,1356.745357,1283.509673,794.3069082,0,940,6,지역난방,14,13,0.97,151,12
5345,개포주공5단지,2009Q1,72000,1983,개포동,74.25,14,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5346,개포주공5단지,2017Q1,93000,1983,개포동,61.19,4,37.4827094,127.0544873,1188.983774,498.5783461,0,3431.495307,1333.612531,1088.685149,840.8783678,0,940,6,지역난방,14,13,0.97,151,12
5347,개포주공5단지,2016Q4,90000,1983,개포동,61.19,12,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5348,개포주공5단지,2017Q4,107800,1983,개포동,53.98,6,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5349,개포주공5단지,2011Q4,61000,1983,개포동,53.98,10,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5350,개포주공5단지,2016Q1,96000,1983,개포동,74.25,14,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5351,개포주공5단지,2011Q4,69750,1983,개포동,61.19,3,37.4824454,127.0512778,1034.986868,673.1399658,285.0344148,3165.771715,1231.289066,1361.892898,650.3255553,0,940,6,지역난방,14,13,0.97,151,12
5352,개포주공5단지,2012Q3,71500,1983,개포동,74.25,11,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5353,개포주공5단지,2006Q4,127000,1983,개포동,83.17,7,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5354,개포주공5단지,2006Q4,130000,1983,개포동,83.17,7,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5355,개포주공5단지,2012Q3,66000,1983,개포동,74.25,1,37.4876843,127.0686394,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,940,6,지역난방,14,13,0.97,151,12
5356,개포주공5단지,2009Q3,70000,1983,개포동,53.98,14,37.4846093,127.0672747,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,940,6,지역난방,14,13,0.97,151,12
5357,개포주공5단지,2012Q2,60000,1983,개포동,61.19,12,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5358,개포주공5단지,2016Q1,104000,1983,개포동,83.17,14,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5359,개포주공5단지,2014Q4,70000,1983,개포동,61.19,9,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5360,개포주공5단지,2008Q1,68700,1983,개포동,53.98,4,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5361,개포주공5단지,2006Q4,68000,1983,개포동,53.98,7,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5362,개포주공5단지,2017Q2,98000,1983,개포동,61.19,13,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5363,개포주공5단지,2009Q1,80800,1983,개포동,74.25,7,37.4846093,127.0672747,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,940,6,지역난방,14,13,0.97,151,12
5364,개포주공5단지,2009Q4,95500,1983,개포동,74.25,10,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5365,개포주공5단지,2006Q3,59800,1983,개포동,53.98,13,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5366,개포주공5단지,2009Q1,62000,1983,개포동,61.19,2,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5367,개포주공5단지,2017Q4,123800,1983,개포동,74.25,2,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5368,개포주공5단지,2017Q4,130500,1983,개포동,74.25,7,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5369,개포주공5단지,2015Q3,78000,1983,개포동,61.19,7,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5370,개포주공5단지,2006Q1,63300,1983,개포동,61.19,10,37.4846093,127.0672747,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,940,6,지역난방,14,13,0.97,151,12
5371,개포주공5단지,2016Q1,71000,1983,개포동,53.98,8,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5372,개포주공5단지,2011Q4,87500,1983,개포동,74.25,3,37.488142,127.0623955,1552.452879,299.747567,553.8720632,4029.709694,1188.785083,329.9375731,694.5748054,0,940,6,지역난방,14,13,0.97,151,12
5373,개포주공5단지,2015Q1,97000,1983,개포동,83.17,11,37.4808511,127.0645183,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,940,6,지역난방,14,13,0.97,151,12
5374,개포주공5단지,2009Q3,78000,1983,개포동,61.19,9,37.4845105,127.0542893,1041.902963,446.3249005,201.2589715,3369.990053,1159.404985,1038.925345,712.9712051,0,940,6,지역난방,14,13,0.97,151,12
5375,개포주공5단지,2016Q4,114000,1983,개포동,74.25,9,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5376,개포주공5단지,2017Q2,101500,1983,개포동,53.98,10,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5377,개포주공5단지,2016Q1,69000,1983,개포동,53.98,2,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5378,개포주공5단지,2016Q3,130000,1983,개포동,83.17,8,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5379,개포주공5단지,2017Q1,87000,1983,개포동,53.98,8,37.4827094,127.0544873,1188.983774,498.5783461,0,3431.495307,1333.612531,1088.685149,840.8783678,0,940,6,지역난방,14,13,0.97,151,12
5380,개포주공5단지,2015Q2,69000,1983,개포동,53.98,6,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5381,개포주공5단지,2017Q4,114750,1983,개포동,61.19,14,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5382,개포주공5단지,2009Q3,116200,1983,개포동,83.17,4,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5383,개포주공5단지,2006Q2,130000,1983,개포동,83.17,11,37.4846093,127.0672747,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,940,6,지역난방,14,13,0.97,151,12
5384,개포주공5단지,2009Q2,74000,1983,개포동,61.19,13,37.488142,127.0623955,1552.452879,299.747567,553.8720632,4029.709694,1188.785083,329.9375731,694.5748054,0,940,6,지역난방,14,13,0.97,151,12
5385,개포주공5단지,2017Q2,86700,1983,개포동,53.98,2,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5386,개포주공5단지,2015Q1,88000,1983,개포동,74.25,6,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5387,개포주공5단지,2006Q1,52000,1983,개포동,53.98,8,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5388,개포주공5단지,2006Q4,70800,1983,개포동,53.98,7,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5389,개포주공5단지,2006Q4,80000,1983,개포동,61.19,4,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5390,개포주공5단지,2013Q4,58500,1983,개포동,61.19,5,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5391,개포주공5단지,2006Q1,52000,1983,개포동,53.98,8,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5392,개포주공5단지,2012Q2,59500,1983,개포동,61.19,5,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5393,개포주공5단지,2006Q4,86000,1983,개포동,61.19,3,37.4727198,127.0522295,925.7080764,418.3976614,936.4001709,3691.309106,2293.489022,1964.922606,1662.481871,0,940,6,지역난방,14,13,0.97,151,12
5394,개포주공5단지,2014Q1,83500,1983,개포동,74.25,3,37.4876843,127.0686394,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,940,6,지역난방,14,13,0.97,151,12
5395,개포주공5단지,2011Q4,82000,1983,개포동,83.17,10,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5396,개포주공5단지,2009Q3,102800,1983,개포동,74.25,13,37.4846093,127.0672747,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,940,6,지역난방,14,13,0.97,151,12
5397,개포주공5단지,2017Q2,120000,1983,개포동,74.25,3,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5398,개포주공5단지,2011Q4,61000,1983,개포동,53.98,10,37.4876843,127.0686394,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,940,6,지역난방,14,13,0.97,151,12
5399,개포주공5단지,2013Q3,75500,1983,개포동,74.25,14,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5400,개포주공5단지,2008Q4,85000,1983,개포동,83.17,13,37.4846093,127.0672747,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,940,6,지역난방,14,13,0.97,151,12
5401,개포주공5단지,2006Q4,114000,1983,개포동,74.25,8,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5402,개포주공5단지,2012Q4,83000,1983,개포동,83.17,7,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5403,개포주공5단지,2016Q1,80000,1983,개포동,61.19,5,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5404,개포주공5단지,2009Q3,113800,1983,개포동,83.17,4,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5405,개포주공5단지,2011Q4,79300,1983,개포동,74.25,14,37.4846093,127.0672747,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,940,6,지역난방,14,13,0.97,151,12
5406,개포주공5단지,2009Q3,115000,1983,개포동,83.17,4,37.4808511,127.0645183,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,940,6,지역난방,14,13,0.97,151,12
5407,개포주공5단지,2009Q4,79000,1983,개포동,61.19,9,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5408,개포주공5단지,2006Q4,114000,1983,개포동,74.25,8,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5409,개포주공5단지,2009Q2,98500,1983,개포동,83.17,14,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5410,개포주공5단지,2007Q3,67000,1983,개포동,53.98,8,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5411,개포주공5단지,2015Q1,75900,1983,개포동,61.19,2,37.4808511,127.0645183,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,940,6,지역난방,14,13,0.97,151,12
5412,개포주공5단지,2009Q2,108800,1983,개포동,83.17,10,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5413,개포주공5단지,2006Q1,61500,1983,개포동,61.19,8,37.4848246,127.0571872,1235.18098,187.9654603,335.1460194,3615.29912,1306.687697,782.5739579,692.1398812,0,940,6,지역난방,14,13,0.97,151,12
5414,개포주공5단지,2017Q1,90000,1983,개포동,61.19,3,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5415,개포주공5단지,2013Q1,63950,1983,개포동,61.19,4,37.488142,127.0623955,1552.452879,299.747567,553.8720632,4029.709694,1188.785083,329.9375731,694.5748054,0,940,6,지역난방,14,13,0.97,151,12
5416,개포주공5단지,2014Q1,92000,1983,개포동,83.17,7,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5417,개포주공5단지,2012Q2,55000,1983,개포동,53.98,3,37.4732235,127.0523866,940.4582427,367.2196297,878.830423,3673.596835,2242.212747,1912.036701,1613.348893,0,940,6,지역난방,14,13,0.97,151,12
5418,개포주공5단지,2006Q4,80000,1983,개포동,61.19,4,37.478319,127.0540829,1235.134703,328.570881,296.3131398,3551.466121,1750.103683,1391.919013,1167.152014,0,940,6,지역난방,14,13,0.97,151,12
5419,개포주공5단지,2013Q1,60000,1983,개포동,61.19,8,37.4845105,127.0542893,1041.902963,446.3249005,201.2589715,3369.990053,1159.404985,1038.925345,712.9712051,0,940,6,지역난방,14,13,0.97,151,12
5420,개포주공5단지,2013Q4,64000,1983,개포동,61.19,11,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5421,개포주공5단지,2012Q3,78000,1983,개포동,83.17,3,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5422,개포주공5단지,2014Q1,65000,1983,개포동,61.19,4,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5423,개포주공5단지,2016Q2,97000,1983,개포동,74.25,9,37.488142,127.0623955,1552.452879,299.747567,553.8720632,4029.709694,1188.785083,329.9375731,694.5748054,0,940,6,지역난방,14,13,0.97,151,12
5424,개포주공5단지,2014Q1,55000,1983,개포동,53.98,1,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5425,개포주공5단지,2016Q2,118000,1983,개포동,83.17,5,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5426,개포주공5단지,2016Q2,114000,1983,개포동,83.17,13,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5427,개포주공5단지,2016Q2,103500,1983,개포동,74.25,14,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5428,개포주공5단지,2017Q2,125700,1983,개포동,83.17,6,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5429,개포주공5단지,2009Q1,65000,1983,개포동,61.19,12,37.4846093,127.0672747,1329.369662,277.1834755,0,4499.155637,1733.995826,277.1834755,1160.598717,0,940,6,지역난방,14,13,0.97,151,12
5430,개포주공5단지,2008Q4,60000,1983,개포동,61.19,10,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5431,개포주공5단지,2016Q1,77000,1983,개포동,61.19,1,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5432,개포주공5단지,2009Q3,1.00E+05,1983,개포동,74.25,8,37.4762991,127.0564469,935.0923263,458.4869333,495.6775771,3832.010379,2041.507381,1423.273087,1471.312802,0,940,6,지역난방,14,13,0.97,151,12
5433,개포주공5단지,2015Q2,69000,1983,개포동,53.98,11,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5434,개포주공5단지,2006Q2,74900,1983,개포동,61.19,4,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,940,6,지역난방,14,13,0.97,151,12
5435,개포주공5단지,2008Q2,69000,1983,개포동,53.98,8,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5436,개포주공5단지,2015Q4,81000,1983,개포동,61.19,9,37.4876843,127.0686394,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,940,6,지역난방,14,13,0.97,151,12
5437,개포주공5단지,2006Q2,96500,1983,개포동,74.25,6,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5438,개포주공5단지,2014Q1,64000,1983,개포동,61.19,13,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5439,개포주공5단지,2014Q1,62000,1983,개포동,53.98,7,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5440,개포주공5단지,2015Q3,79500,1983,개포동,61.19,6,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5441,개포주공5단지,2006Q2,69000,1983,개포동,61.19,2,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5442,개포주공5단지,2006Q4,86000,1983,개포동,61.19,3,37.4727198,127.0522295,925.7080764,418.3976614,936.4001709,3691.309106,2293.489022,1964.922606,1662.481871,0,940,6,지역난방,14,13,0.97,151,12
5443,개포주공5단지,2016Q3,90000,1983,개포동,61.19,14,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,940,6,지역난방,14,13,0.97,151,12
5444,개포주공5단지,2017Q1,84500,1983,개포동,53.98,10,37.4962966,127.076623,1556.671509,495.2860897,659.1577327,4632.220024,1242.110802,1243.28595,382.3857349,0,940,6,지역난방,14,13,0.97,151,12
5445,개포주공5단지,2006Q1,61500,1983,개포동,61.19,8,37.4848246,127.0571872,1235.18098,187.9654603,335.1460194,3615.29912,1306.687697,782.5739579,692.1398812,0,940,6,지역난방,14,13,0.97,151,12
5446,개포주공5단지,2015Q4,78500,1983,개포동,61.19,13,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,940,6,지역난방,14,13,0.97,151,12
5447,개포주공5단지,2016Q1,71900,1983,개포동,53.98,10,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5448,개포주공5단지,2017Q2,125700,1983,개포동,83.17,6,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,940,6,지역난방,14,13,0.97,151,12
5449,개포주공5단지,2012Q2,86000,1983,개포동,83.17,6,37.4808511,127.0645183,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,940,6,지역난방,14,13,0.97,151,12
5450,개포주공5단지,2017Q2,129500,1983,개포동,83.17,12,37.4827094,127.0544873,1188.983774,498.5783461,0,3431.495307,1333.612531,1088.685149,840.8783678,0,940,6,지역난방,14,13,0.97,151,12
5451,개포주공6단지,2008Q4,47300,1983,개포동,73.02,8,37.4876843,127.0686394,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,1060,9,중앙난방,15,13,0.28,0,0
5452,개포주공6단지,2012Q1,64700,1983,개포동,60.13,13,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,1060,9,중앙난방,15,13,0.28,0,0
5453,개포주공6단지,2011Q4,88600,1983,개포동,83.21,12,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,1060,9,중앙난방,15,13,0.28,0,0
5454,개포주공6단지,2009Q1,81000,1983,개포동,73.02,9,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,1060,9,중앙난방,15,13,0.28,0,0
5455,개포주공6단지,2010Q4,74000,1983,개포동,60.13,9,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,1060,9,중앙난방,15,13,0.28,0,0
5456,개포주공6단지,2013Q1,80000,1983,개포동,83.21,3,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,1060,9,중앙난방,15,13,0.28,0,0
5457,개포주공6단지,2017Q4,138000,1983,개포동,73.02,13,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,1060,9,중앙난방,15,13,0.28,0,0
5458,개포주공6단지,2016Q1,92500,1983,개포동,73.02,8,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,1060,9,중앙난방,15,13,0.28,0,0
5459,개포주공6단지,2013Q4,56000,1983,개포동,53.06,6,37.4784072,127.061375,1053.207856,762.5618342,571.5829294,4151.796698,2081.070695,1005.793754,1486.178329,0,1060,9,중앙난방,15,13,0.28,0,0
5460,개포주공6단지,2009Q3,68000,1983,개포동,53.06,7,37.4808511,127.0645183,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,1060,9,중앙난방,15,13,0.28,0,0
5461,개포주공6단지,2008Q4,52000,1983,개포동,60.13,7,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,1060,9,중앙난방,15,13,0.28,0,0
5462,개포주공6단지,2017Q2,126500,1983,개포동,83.21,11,37.4876843,127.0686394,1409.027588,278.8862147,0,4583.362055,1525.815007,278.8862147,894.667069,0,1060,9,중앙난방,15,13,0.28,0,0
5463,개포주공6단지,2006Q4,77000,1983,개포동,60.13,9,37.4814466,127.0530868,1216.599721,584.6995844,187.2611035,3350.8331,1396.440857,1261.883815,839.1276888,0,1060,9,중앙난방,15,13,0.28,0,0
5464,개포주공6단지,2006Q4,100800,1983,개포동,73.02,1,37.4945807,127.0752747,1661.337914,524.8449331,704.6621659,4629.074143,1242.617773,1132.553129,316.9028005,0,1060,9,중앙난방,15,13,0.28,0,0
5465,개포주공6단지,2010Q2,71500,1983,개포동,60.13,12,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,1060,9,중앙난방,15,13,0.28,0,0
5466,개포주공6단지,2015Q2,96400,1983,개포동,83.21,6,37.484335,127.0713809,994.3549868,569.8290892,0,4862.559541,1567.695451,569.8290892,1155.513971,0,1060,9,중앙난방,15,13,0.28,0,0
5467,개포주공6단지,2015Q2,87000,1983,개포동,73.02,5,37.4827094,127.0544873,1188.983774,498.5783461,0,3431.495307,1333.612531,1088.685149,840.8783678,0,1060,9,중앙난방,15,13,0.28,0,0
5468,개포주공6단지,2006Q3,70000,1983,개포동,60.13,11,37.48761,127.0715168,1217.293231,522.121849,254.2961444,4837.525209,1459.461217,522.121849,899.6163703,0,1060,9,중앙난방,15,13,0.28,0,0
5469,개포주공6단지,2006Q3,71000,1983,개포동,60.13,9,37.4808511,127.0645183,1350.532562,536.8877873,484.0589479,4341.253268,2015.450648,666.5170725,1379.290407,0,1060,9,중앙난방,15,13,0.28,0,0
