Year,Code,GDP_growth,FDI_growth,ODA_growth,EXP_growth,GOV_growth,POP_growth,GDP_growth_LAG,FDI_growth_LAG,ODA_growth_LAG,EXP_growth_LAG,GOV_growth_LAG,POP_growth_LAG,WG,CSK_growth_LAG,CSK_growth,GDPm,FDIm,ODAm,Exm,GOVm,POPm,Cstockdm,,
1986,1,-24.92216566,9.24824229,17.7256682,-32.8029456,-25.63667247,2.87604,34.68834792,7.57505236,10.2279044,96.7320399,80.8333275,2.91343,3.717,9.375070129,2.757077555,33.92268843,43.56019911,-8.06606098,50.71099953,30.95260694,-0.243024636,6.52838639,,
1987,1,-38.80867975,10.14851485,22.7029342,3.1628834,-41.29169301,2.996665,-24.92216566,9.24824229,17.7256682,-32.8029456,-25.63667247,2.87604,3.394,2.757077555,6.560817018,47.80920252,42.65992655,-13.04332705,14.74517052,46.60762748,-0.363649955,2.724646927,,
1988,1,-44.91160802,-62.54681648,32.3442136,23.2312734,-27.90385693,3.065898,-38.80867975,10.14851485,22.7029342,3.1628834,-41.29169301,2.996665,3.704,6.560817018,9.475995493,53.91213079,115.3552579,-22.68460645,-5.3232194,33.2197914,-0.432882479,-0.190531548,,
1989,1,19.21418925,100,88.5914007,6.1111566,14.28206968,3.082596,-44.91160802,-62.54681648,32.3442136,23.2312734,-27.90385693,3.065898,4.617,9.475995493,15.39477472,-10.21366648,-47.19155859,-78.93179349,11.79689738,8.815658196,-0.449581033,-6.109310778,,
1990,1,21.21892159,50,4.2520456,13.2056086,14.32407041,3.061988,19.21418925,100,88.5914007,6.1111566,14.28206968,3.082596,3.676,15.39477472,12.68668586,-12.21839882,2.808441406,5.407561602,4.70244541,8.815658196,-0.428973139,-3.401221911,,
1991,1,18.77722436,15,-6.2520963,35.8142664,14.02657935,2.522168,21.21892159,50,4.2520456,13.2056086,14.32407041,3.061988,2.912,12.68668586,11.15345909,-9.776701589,37.80844141,15.91170353,-17.90621248,25.68226844,0.110847251,-1.867995149,,
1992,1,9.699459092,13.04347826,17.0948122,44.183696,14.44249155,2.554578,18.77722436,15,-6.2520963,35.8142664,14.02657935,2.522168,1.419,11.15345909,9.948006603,-0.698936323,39.76496314,-7.435204965,-26.27564205,24.62820074,0.078437607,-0.662542658,,
1993,1,17.72836309,283.3333333,22.8489367,48.4011277,14.30213016,2.556954,9.699459092,13.04347826,17.0948122,44.183696,14.44249155,2.554578,1.767,9.948006603,9.511312584,-8.727840316,-230.5248919,-13.18932949,-30.49307373,20.23231539,0.076061353,-0.225848639,,
1994,1,16.25742114,97.99331104,7.0486992,35.3540595,14.31507694,2.555357,17.72836309,283.3333333,22.8489367,48.4011277,14.30213016,2.556954,1.534,9.511312584,9.966898443,-7.25689837,-45.18486963,2.610908001,-17.4460055,17.63482019,0.077658612,-0.681434498,,
1995,1,14.24780095,60.64189189,43.080855,6.1705953,14.53407405,2.565427,16.25742114,97.99331104,7.0486992,35.3540595,14.31507694,2.555357,3.012,9.966898443,9.418394745,-5.247278176,-7.833450486,-33.42124782,11.73745866,19.39865259,0.067588214,-0.1329308,,
1996,1,6.245136294,68.03364879,7.8594394,3.8583702,12.53912406,2.110523,14.24780095,60.64189189,43.080855,6.1705953,14.53407405,2.565427,3.029,9.418394745,10.39542911,2.755386475,-15.22520739,1.800167753,14.04968378,21.51525147,0.522492416,-1.109965169,,
1997,1,-6.759973112,-43.05381727,-1.0026798,-1.8575156,16.52205255,2.23386,6.245136294,68.03364879,7.8594394,3.8583702,12.53912406,2.110523,3.382,10.39542911,9.047964132,15.76049588,95.86225868,10.66228703,19.76556952,20.68184808,0.399154938,0.237499813,,
1998,1,-26.72185748,-49.56043956,-16.120202,11.8112132,13.60032319,2.328835,-6.759973112,-43.05381727,-1.0026798,-1.8575156,16.52205255,2.23386,3.704,9.047964132,7.324218767,35.72238025,102.368881,25.77980916,6.09684077,19.89257755,0.30418015,1.961245178,,
1999,1,13.61160915,71.89542484,6.8279063,11.8039914,14.37981085,2.387132,-26.72185748,-49.56043956,-16.120202,11.8112132,13.60032319,2.328835,2.556,7.324218767,9.762155626,-4.611086376,-19.08698343,2.831700898,6.10406253,19.82462998,0.245883569,-0.476691681,,
2000,1,19.02925941,-57.0468948,-4.6570042,1.7307309,15.62905962,2.44123,13.61160915,71.89542484,6.8279063,11.8039914,14.37981085,2.387132,3.272,9.762155626,5.373435604,-10.02873665,109.8553362,14.31661137,16.17732303,20.26259193,0.191785336,3.912028341,,
2001,1,2.161568775,-29.46508075,-12.8342056,-7.1304774,2.5643741,2.579916,19.02925941,-57.0468948,-4.6570042,1.7307309,15.62905962,2.44123,4.395,5.373435604,5.575662633,6.838953994,82.27352216,22.49381276,25.03853133,2.751560366,0.05309879,3.709801312,,
2002,1,-0.590427046,-81.37866415,13.576213,2.5457939,36.43669497,2.535147,2.161568775,-29.46508075,-12.8342056,-7.1304774,2.5643741,2.579916,1.945,5.575662633,8.302845528,9.590949816,134.1871056,-3.916605837,15.3622601,-31.1207605,0.097868655,0.982618417,,
2003,1,15.08083694,337.7151348,8.3357307,-5.9404178,-1.008323566,2.58624,-0.590427046,-81.37866415,13.576213,2.5457939,36.43669497,2.535147,2.192,8.302845528,7.316325033,-6.080314174,-284.9066934,1.323876475,23.84847175,6.324258033,0.046775611,1.969138912,,
2004,1,16.95594198,-13.17356649,-10.3664609,23.9815769,18.27724911,2.735929,15.08083694,337.7151348,8.3357307,-5.9404178,-1.008323566,2.58624,2.909,7.316325033,9.223757146,-7.955419211,65.98200789,20.02606806,-6.07352294,-12.96131464,-0.102913733,0.061706799,,
2005,1,15.60010563,63.85629283,10.1433174,34.4008685,21.87530348,2.902122,16.95594198,-13.17356649,-10.3664609,23.9815769,18.27724911,2.735929,4.383,9.223757146,9.458791411,-6.599582863,-11.04785142,-0.483710209,-16.49281454,-16.55936902,-0.269106393,-0.173327466,,
2006,1,26.22220393,575.7238131,22.7792348,66.2775141,17.05313046,3.08625,15.60010563,63.85629283,10.1433174,34.4008685,21.87530348,2.902122,3.869,9.458791411,11.6384086,-17.22168116,-522.9153717,-13.11962755,-48.36946018,-11.737196,-0.453234958,-2.352944653,,
2007,1,22.30253912,72.71843088,9.8529452,7.7475426,27.85390028,3.127585,26.22220393,575.7238131,22.7792348,66.2775141,17.05313046,3.08625,4.333,11.6384086,15.26989575,-13.30201635,-19.90998947,-0.193338004,10.16051136,-22.53796581,-0.494569512,-5.984431807,,
2008,1,28.91221487,-29.59631553,23.7915992,27.1472047,26.5776725,3.104358,22.30253912,72.71843088,9.8529452,7.7475426,27.85390028,3.127585,4.218,15.26989575,12.53791405,-19.9116921,82.40475693,-14.13199195,-9.23915073,-21.26173803,-0.471342406,-3.252450104,,
2009,1,7.14559757,39.87716077,-15.968908,-2.7791321,84.43397271,3.000557,28.91221487,-29.59631553,23.7915992,27.1472047,26.5776725,3.104358,1.854,12.53791405,10.62530363,1.854925199,12.93128063,25.62851515,20.68718609,-79.11803824,-0.367541246,-1.339839681,,
2010,1,22.19948613,-12.48980843,-0.9274126,43.7323334,8.671109618,2.85642,7.14559757,39.87716077,-15.968908,-2.7791321,84.43397271,3.000557,-1.686,10.62530363,7.088790574,-13.19896336,65.29824983,10.58701979,-25.8242794,-3.355175152,-0.223405151,2.196673371,,
2011,1,22.74825558,7.86841446,-3.2968894,39.9516276,19.30799047,2.614958,22.19948613,-12.48980843,-0.9274126,43.7323334,8.671109618,2.85642,4.28,7.088790574,8.512191677,-13.74773281,44.94002694,12.95649656,-22.04357365,-13.99205601,0.018057618,0.773272268,,
2012,1,16.48267532,111.0150867,2.7289327,9.3613658,35.1360264,2.545846,22.74825558,7.86841446,-3.2968894,39.9516276,19.30799047,2.614958,3.114,8.512191677,11.40312785,-7.482152547,-58.20664532,6.93067451,8.54668818,-29.82009193,0.08716883,-2.117663903,,
2013,1,17.18006317,11.87406721,3.0752374,18.0969651,49.12192307,2.447499,16.48267532,111.0150867,2.7289327,9.3613658,35.1360264,2.545846,2.513,11.40312785,9.693056835,-8.179540403,40.9343742,6.5843698,-0.18891119,-43.8059886,0.185516556,-0.40759289,,
2014,1,11.10536028,21.21500301,12.068599,18.6188228,-1.215556569,2.306688,17.18006317,11.87406721,3.0752374,18.0969651,49.12192307,2.447499,2.652,9.693056835,9.933343163,-2.104837512,31.5934384,-2.408991765,-0.71076887,6.531491035,0.326327196,-0.647879218,,
2015,1,8.455639779,20.62244266,-0.7019097,-9.6462321,7.928094594,2.158764,11.10536028,21.21500301,12.068599,18.6188228,-1.215556569,2.306688,2.84,9.933343163,9.956264133,0.54488299,32.18599874,10.3615169,27.55428604,-2.612160128,0.474251088,-0.670800188,,
2016,1,9.835145299,-11.36261472,-15.2051625,7.4316193,1.577333502,2.089668,8.455639779,20.62244266,-0.7019097,-9.6462321,7.928094594,2.158764,2.853,9.956264133,9.654242334,-0.83462253,64.17105613,24.8647697,10.47643468,3.738600964,0.543347021,-0.368778389,,
2017,1,6.62659583,82.95384043,19.1433435,10.258254,-1.572903646,1.958877,9.835145299,-11.36261472,-15.2051625,7.4316193,1.577333502,2.089668,2.565,9.654242334,8.832346971,2.373926939,-30.14539902,-9.483736314,7.64979992,6.888838112,0.674138096,0.453116973,,
1986,2,-11.10763,-29.62928768,-16.2198802,-8.8590655,-1.51357231,3.179988,-8.082089826,-12.88619145,-29.8429159,-7.0003036,-4.786159107,2.97949,3.717,8.832346971,3.643016425,18.76359855,-125.8229505,224.7866211,17.47471191,8.630752415,-0.423669076,2.263254851,,
1987,2,16.03462411,-13.54017314,89.4039044,29.2269985,3.398988462,3.396551,-11.10763,-29.62928768,-16.2198802,-8.8590655,-1.51357231,3.179988,3.394,3.643016425,2.881459947,-8.37865556,-141.9120651,119.1628366,-20.61135201,3.718191643,-0.640232547,3.02481133,,
1988,2,9.60230558,70.20406548,-71.4986496,15.7381444,4.891828001,3.524434,16.03462411,-13.54017314,89.4039044,29.2269985,3.398988462,3.396551,3.704,2.881459947,3.899200788,-1.946337034,-225.6563037,280.0653906,-7.12249794,2.225352103,-0.768115737,2.007070488,,
1989,2,10.1403366,131.8362137,35.1286018,18.3679962,8.809975393,3.500447,9.60230558,70.20406548,-71.4986496,15.7381444,4.891828001,3.524434,4.617,3.899200788,6.403811673,-2.48436805,-287.2884519,173.4381391,-9.75234976,-1.692795289,-0.744128982,-0.497540396,,
1990,2,13.32252649,39.84621675,235.234347,18.2272568,11.16153097,3.369427,10.1403366,131.8362137,35.1286018,18.3679962,8.809975393,3.500447,3.676,6.403811673,8.556620489,-5.666557939,-195.298455,-26.66760609,-9.61161039,-4.044350861,-0.61310887,-2.650349213,,
1991,2,11.62680658,71.42658816,-38.2505496,16.6635546,10.81932385,3.18264,13.32252649,39.84621675,235.234347,18.2272568,11.16153097,3.369427,2.912,8.556620489,10.17777167,-3.970838029,-226.8788264,246.8172906,-8.04790819,-3.702143746,-0.426321775,-4.271500395,,
1992,2,20.39846381,29.63423331,-29.5862284,17.54922,14.38545523,3.040941,11.62680658,71.42658816,-38.2505496,16.6635546,10.81932385,3.18264,1.419,10.17777167,10.06358986,-12.74249527,-185.0864715,238.1529693,-8.93357359,-7.268275122,-0.284622828,-4.157318581,,
1993,2,13.06010188,-3.42857514,-53.2547865,17.4292587,9.76577325,2.9663,20.39846381,29.63423331,-29.5862284,17.54922,14.38545523,3.040941,1.767,10.06358986,11.08763187,-5.404133332,-152.0236631,261.8215274,-8.81361222,-2.648593146,-0.209981814,-5.181360589,,
1994,2,11.33655713,-13.26187016,-30.5398026,25.769102,8.108168435,2.987745,13.06010188,-3.42857514,-53.2547865,17.4292587,9.76577325,2.9663,1.534,11.08763187,11.72657996,-3.68058858,-142.1903681,239.1065435,-17.15345558,-0.990988331,-0.231426302,-5.820308683,,
1995,2,19.1022488,-3.76713683,63.6830965,25.6996878,20.15421057,3.062085,11.33655713,-13.26187016,-30.5398026,25.769102,8.108168435,2.987745,3.012,11.72657996,13.4171135,-11.44628025,-151.6851014,144.8836445,-17.08404131,-13.03703046,-0.305766698,-7.510842225,,
1996,2,13.69715336,21.54437649,-521.7624238,10.6608413,2.047577926,3.212278,19.1022488,-3.76713683,63.6830965,25.6996878,20.15421057,3.062085,3.029,13.4171135,12.3190155,-6.041184816,-176.9966147,730.3291648,-2.04519488,5.069602179,-0.455959348,-6.412744228,,
1997,2,-0.842470032,1.14405043,-47.3631187,1.0118338,-3.864082898,3.252889,13.69715336,21.54437649,-521.7624238,10.6608413,2.047577926,3.212278,3.382,12.3190155,11.67942699,8.498438578,-156.5962886,255.9298597,7.60381263,10.981263,-0.49657085,-5.773155713,,
1998,2,-27.83608773,-57.88191032,-183.9394192,-10.4669313,-34.52554342,3.261805,-0.842470032,1.14405043,-47.3631187,1.0118338,-3.864082898,3.252889,3.704,11.67942699,2.301210326,35.49205628,-97.5703279,392.5061601,19.08257779,41.64272352,-0.505486119,3.60506095,,
1999,2,9.673563652,14.3058455,-27.6643204,14.9488779,23.34381831,3.224466,-27.83608773,-57.88191032,-183.9394192,-10.4669313,-34.52554342,3.261805,2.556,2.301210326,1.538285723,-2.017595107,-169.7580837,236.2310614,-6.33323146,-16.22663821,-0.468147627,4.367985554,,
2000,2,18.49776903,-28.76449931,-66.6620983,17.0319656,9.6386636,3.148279,9.673563652,14.3058455,-27.6643204,14.9488779,23.34381831,3.224466,3.272,1.538285723,3.656501546,-10.84180048,-126.6877389,275.2288392,-8.41631915,-2.521483496,-0.391960344,2.24976973,,
2001,2,-1.072387563,-83.70182253,-39.7122302,-8.8401982,17.1658064,2.739104,18.49776903,-28.76449931,-66.6620983,17.0319656,9.6386636,3.148279,4.395,3.656501546,3.020029824,8.728356109,-71.75041569,248.2789712,17.45584467,-10.04862629,0.017214658,2.886241453,,
2002,2,8.688265609,352.3373052,204.6027958,6.6239184,16.98077648,2.821322,-1.072387563,-83.70182253,-39.7122302,-8.8401982,17.1658064,2.739104,1.945,3.020029824,2.769567109,-1.032297063,-507.7895434,3.963945187,1.991728,-9.863596375,-0.065003654,3.136704167,,
2003,2,9.278676033,-15.01519757,23.4833221,7.9040574,9.36442726,2.889278,8.688265609,352.3373052,204.6027958,6.6239184,16.98077648,2.821322,2.192,2.769567109,2.889085052,-1.622707487,-140.4370406,185.0834188,0.71158901,-2.247247155,-0.132959401,3.017186225,,
2004,2,13.20059508,132.2126848,171.2382161,22.1237258,9.812912017,2.897179,9.278676033,-15.01519757,23.4833221,7.9040574,9.36442726,2.889278,2.909,2.889085052,2.927727683,-5.544626532,-287.664923,37.32852486,-13.5080794,-2.695731913,-0.140860529,2.978543594,,
2005,2,15.0576396,-61.22810096,-90.2349363,12.5902868,4.939119878,2.832242,13.20059508,132.2126848,171.2382161,22.1237258,9.812912017,2.897179,4.383,2.927727683,3.290790766,-7.401671049,-94.22413726,298.8016773,-3.97464035,2.178060226,-0.075923379,2.61548051,,
2006,2,13.34655851,-94.65226405,726.0095825,12.6304227,10.32464895,2.46922,15.0576396,-61.22810096,-90.2349363,12.5902868,4.939119878,2.832242,3.869,3.290790766,3.45718983,-5.690589963,-60.79997417,-517.4428415,-4.01477624,-3.207468845,0.287098078,2.449081447,,
2007,2,18.96654701,-5264.122942,-16.2454425,12.5857603,23.21865859,2.493173,13.34655851,-94.65226405,726.0095825,12.6304227,10.32464895,2.46922,4.333,3.45718983,4.128596991,-11.31057846,5108.670703,224.8121835,-3.97011389,-16.10147848,0.263145398,1.777674285,,
2008,2,19.25403918,185.2388824,-22.6564432,11.7632861,18.61445241,2.52355,18.96654701,-5264.122942,-16.2454425,12.5857603,23.21865859,2.493173,4.218,4.128596991,4.046396706,-11.59807063,-340.6911206,231.2231842,-3.14763968,-11.4972723,0.232768861,1.859874571,,
2009,2,-12.37189313,-15.34808645,-10.5084746,-19.49045,-0.614564647,2.527544,19.25403918,185.2388824,-22.6564432,11.7632861,18.61445241,2.52355,1.854,4.046396706,3.488978966,20.02786168,-140.1041518,219.0752155,28.10609642,7.731744751,0.22877435,2.41729231,,
2010,2,26.08506506,-32.63620767,-104.3882218,19.8971267,21.56961357,2.4657,-12.37189313,-15.34808645,-10.5084746,-19.49045,-0.614564647,2.527544,-1.686,3.488978966,4.33245792,-18.42909651,-122.8160305,312.9549628,-11.28148021,-14.45243347,0.29061867,1.573813356,,
2011,2,16.83629615,-33.0372128,-764.6579805,14.5852556,23.23933736,2.306053,26.08506506,-32.63620767,-104.3882218,19.8971267,21.56961357,2.4657,4.28,4.33245792,4.536657497,-9.1803276,-122.4150254,973.2247214,-5.96960918,-16.12215726,0.45026523,1.36961378,,
2012,2,5.534848173,167.6886531,-55.1090419,-1.8373001,10.07947694,2.062788,16.83629615,-33.0372128,-764.6579805,14.5852556,23.23933736,2.306053,3.114,4.536657497,5.926335427,2.121120372,-323.1408913,263.6757829,10.45294657,-2.962296839,0.693530555,-0.020064151,,
2013,2,2.809413873,-73.60448825,-718.5043668,-1.9497375,1.868138664,1.898984,5.534848173,167.6886531,-55.1090419,-1.8373001,10.07947694,2.062788,2.513,5.926335427,6.161248798,4.846554673,-81.84774997,927.0711078,10.5653839,5.249041441,0.857334118,-0.254977521,,
2014,2,4.573414509,157.6049909,-117.58009,2.0353824,1.625365841,1.815643,2.809413873,-73.60448825,-718.5043668,-1.9497375,1.868138664,1.898984,2.652,6.161248798,6.106785939,3.082554037,-313.0572292,326.146831,6.58026408,5.491814264,0.940675151,-0.200514662,,
2015,2,-12.25387228,-87.41262839,-103.0120482,-16.1066299,-13.43428137,1.768132,4.573414509,157.6049909,-117.58009,2.0353824,1.625365841,1.815643,2.84,6.106785939,5.989256191,19.90984083,-68.03960982,311.5787892,24.72227633,20.55146148,0.988186018,-0.082984915,,
2016,2,0.039514976,-592.5129982,8536.666667,-3.8807566,-4.266361194,1.581508,-12.25387228,-87.41262839,-103.0120482,-16.1066299,-13.43428137,1.768132,2.853,5.989256191,5.785367668,7.616453569,437.0607599,-8328.099926,12.49640306,11.3835413,1.174810466,0.120903608,,
2017,2,6.050061837,11.48362511,-43.5546121,11.6837454,2.543460048,1.577322,0.039514976,-592.5129982,8536.666667,-3.8807566,-4.266361194,1.581508,2.565,5.785367668,5.982524609,1.605906709,-166.9358633,252.1213531,-3.06809892,4.573720056,1.178996127,-0.076253333,,
1986,3,39.19065571,0.31813514,25.2420832,18.6806673,16.3275096,2.796916,86.85491006,-0.3486877,0.295295,20.8367937,26.6277587,2.941454,3.717,5.982524609,4.558622687,-73.91087807,8.902010013,-8.412890127,-1.71872049,-10.10006959,-0.651232615,4.274943388,,
1987,3,-30.6461423,0.52756832,-33.5440393,26.1363221,24.6474574,2.818255,39.19065571,0.31813514,25.2420832,18.6806673,16.3275096,2.796916,3.394,4.558622687,4.998022493,-26.24662372,8.692576837,50.37323238,-7.01824891,-1.267805067,-0.672571568,3.835543583,,
1988,3,-75.24641539,-0.10334256,28.8970993,-54.4072453,28.2503475,2.811506,-30.6461423,0.52756832,-33.5440393,26.1363221,24.6474574,2.818255,3.704,4.998022493,4.494868476,43.59017429,9.323487707,-12.06790619,73.52531852,-10.02489704,-0.665822261,4.338697599,,
1989,3,2.835327887,-0.89564907,-24.0409831,49.6356073,21.1645021,2.765138,-75.24641539,-0.10334256,28.8970993,-54.4072453,28.2503475,2.811506,4.617,4.494868476,3.759646302,88.19044738,10.11579422,40.8701762,-30.51753405,-12.21061805,-0.619454611,5.073919774,,
1990,3,48.54379694,-1.5929323,44.9618627,55.3938132,61.71283142,2.701451,2.835327887,-0.89564907,-24.0409831,49.6356073,21.1645021,2.765138,3.676,3.759646302,6.863955309,10.10870411,10.81307745,-28.13266961,-36.27574,-45.67310198,-0.55576673,1.969610767,,
1991,3,2.638208336,3.72349372,25.8931044,27.4254712,-2.636344769,2.592294,48.54379694,-1.5929323,44.9618627,55.3938132,61.71283142,2.701451,2.912,6.863955309,5.354921011,-35.59976494,5.496651428,-9.063911306,-8.307398,18.6760742,-0.4466099,3.478645065,,
1992,3,33.58636507,1.55512018,149.1069072,15.3556903,-26.8537881,2.546293,2.638208336,3.72349372,25.8931044,27.4254712,-2.636344769,2.592294,1.419,5.354921011,8.803868898,10.30582366,7.665024976,-132.2777141,3.76238297,42.89351753,-0.400608919,0.029697177,,
1993,3,23.5603586,-3.16110616,-55.3865988,10.4304601,69.85008635,2.500474,33.58636507,1.55512018,149.1069072,15.3556903,-26.8537881,2.546293,1.767,8.803868898,11.63340106,-20.64233307,12.38125131,72.21579195,8.68761318,-53.81035691,-0.354790393,-2.799834986,,
1994,3,27.32170255,-4.8818986,257.982661,46.3184964,39.17895251,2.489295,23.5603586,-3.16110616,-55.3865988,10.4304601,69.85008635,2.500474,1.534,11.63340106,13.518332,-10.61632661,14.10204375,-241.1534679,-27.20042318,-23.13922307,-0.343611337,-4.684765921,,
1995,3,18.91046979,-5.2773449,-7.6855026,22.8287068,26.28360455,2.502354,27.32170255,-4.8818986,257.982661,46.3184964,39.17895251,2.489295,3.012,13.518332,13.67423107,-14.37767056,14.49749005,24.5146957,-3.71063359,-10.24387511,-0.356670439,-4.840664991,,
1996,3,8.866399577,33.11471765,12.267609,48.1032659,21.30483831,2.347935,18.91046979,-5.2773449,-7.6855026,22.8287068,26.28360455,2.502354,3.029,13.67423107,13.69669436,-5.966437798,-23.8945725,4.561584089,-28.9851927,-5.265108879,-0.202250732,-4.863128286,,
1997,3,1.36308185,-7.30688935,6.6420546,14.8179635,5.975618698,2.481282,8.866399577,33.11471765,12.267609,48.1032659,21.30483831,2.347935,3.382,13.69669436,13.13286321,4.077632416,16.52703451,10.18713849,4.30010976,10.06411074,-0.33559829,-4.299297134,,
1998,3,5.41741461,-24.72972973,17.9176755,5.4681385,-4.957982232,2.545017,1.36308185,-7.30688935,6.6420546,14.8179635,5.975618698,2.481282,3.704,13.13286321,12.88491075,11.58095014,33.94987488,-1.088482447,13.64993472,20.99771167,-0.399332962,-4.051344671,,
1999,3,8.676924363,-15.49970078,21.3246899,17.4473073,-6.177054269,2.492906,5.41741461,-24.72972973,17.9176755,5.4681385,-4.957982232,2.545017,2.556,12.88491075,11.10192127,7.526617383,24.71984593,-4.495496773,1.67076594,22.2167837,-0.347222262,-2.268355192,,
2000,3,4.852608674,-8.07365439,17.7031318,17.2796222,2.79926272,2.385377,8.676924363,-15.49970078,21.3246899,17.4473073,-6.177054269,2.492906,3.272,11.10192127,10.67755005,4.26710763,17.29379954,-0.873938678,1.838451,13.24046671,-0.239693231,-1.843983978,,
2001,3,7.278238645,0.1540832,-14.9216573,7.0702348,3.400604809,2.643086,4.852608674,-8.07365439,17.7031318,17.2796222,2.79926272,2.385377,4.395,10.67755005,10.43978084,8.091423319,9.066061947,31.75085039,12.04783847,12.63912463,-0.497402242,-1.606214765,,
2002,3,12.80057698,7.69230769,-10.8767617,6.6493219,5.631835373,2.339796,7.278238645,0.1540832,-14.9216573,7.0702348,3.400604809,2.643086,1.945,10.43978084,10.47371218,5.665793348,1.52783746,27.70595479,12.46875133,10.40789406,-0.194112368,-1.640146107,,
2003,3,14.85453359,3.57142857,38.5128358,16.7862142,14.39008826,2.184305,12.80057698,7.69230769,-10.8767617,6.6493219,5.631835373,2.339796,2.192,10.47371218,10.38935725,0.143455018,5.648716581,-21.68364269,2.33185904,1.649641174,-0.038620745,-1.555791177,,
2004,3,26.86765864,11.03448276,3.9454851,21.0514651,16.14293739,2.219865,14.85453359,3.57142857,38.5128358,16.7862142,14.39008826,2.184305,2.909,10.38935725,10.07439128,-1.9105016,-1.814337606,12.883708,-1.93339187,-0.103207958,-0.074180729,-1.240825203,,
2005,3,15.1620954,17.32919255,4.00418,35.2965778,8.490294081,2.314855,26.86765864,11.03448276,3.9454851,21.0514651,16.14293739,2.219865,4.383,10.07439128,10.69126718,-13.92362664,-8.109047394,12.82501312,-16.17850456,7.549435354,-0.169171236,-1.857701104,,
2006,3,16.63776364,22.55161461,-3.0655712,22.4249975,16.58598209,2.04207,15.1620954,17.32919255,4.00418,35.2965778,8.490294081,2.314855,3.869,10.69126718,9.817301447,-2.218063407,-13.33146946,19.89476429,-3.30692428,-0.546252655,0.103614161,-0.983735372,,
2007,3,28.05146253,181.4686825,35.5294981,21.4624059,17.08767014,2.158155,16.63776364,22.55161461,-3.0655712,22.4249975,16.58598209,2.04207,4.333,9.817301447,11.07697764,-3.693731646,-172.2485374,-18.70030505,-2.3443327,-1.047940706,-0.012470799,-2.243411567,,
2008,3,6.944753911,42.40331492,1.5367824,27.7224579,29.68763832,2.160749,28.05146253,181.4686825,35.5294981,21.4624059,17.08767014,2.158155,4.218,11.07697764,9.331883902,-15.10743053,-33.18316976,15.2924107,-8.60438469,-13.64790889,-0.015065357,-0.498317826,,
2009,3,9.354451496,-25.63853864,46.667739,-4.8051378,9.859758106,1.992244,6.944753911,42.40331492,1.5367824,27.7224579,29.68763832,2.160749,1.854,9.331883902,9.05103702,5.999278082,34.85868379,-29.83854588,23.923211,6.179971329,0.153440124,-0.217470945,,
2010,3,16.91313114,2.89855072,-21.1443352,25.761356,13.41060581,1.745213,9.354451496,-25.63853864,46.667739,-4.8051378,9.859758106,1.992244,-1.686,9.05103702,9.014722619,3.589580497,6.321594428,37.97352826,-6.64328272,2.629123629,0.400470606,-0.181156544,,
2011,3,14.96285035,-8.73239437,22.766944,28.9101642,15.32148733,1.479568,16.91313114,2.89855072,-21.1443352,25.761356,13.41060581,1.745213,4.28,9.014722619,6.787725543,-3.96909915,17.95253952,-5.937750924,-9.79209098,0.718242109,0.666115768,2.045840533,,
2012,3,9.88449686,10.61728395,13.6499525,15.8863454,15.27462719,1.327954,14.96285035,-8.73239437,22.766944,28.9101642,15.32148733,1.479568,3.114,6.787725543,6.337053296,-2.01881836,-1.397138798,3.179240621,3.23172785,0.765102247,0.817729484,2.49651278,,
2013,3,8.75040918,-3.125,-0.6736667,14.824129,14.12383366,1.16124,9.88449686,10.61728395,13.6499525,15.8863454,15.27462719,1.327954,2.513,6.337053296,5.71550516,3.059535133,12.34514515,17.5028598,4.29394426,1.915895774,0.984444185,3.118060916,,
2014,3,3.778882899,15.92741935,3.1823967,12.3638231,10.6805083,1.012404,8.75040918,-3.125,-0.6736667,14.824129,14.12383366,1.16124,2.652,5.71550516,6.211499853,4.193622812,-6.707274202,13.64679639,6.75425013,5.359221131,1.133280003,2.622066222,,
2015,3,6.228003713,32.91925466,-25.1033063,7.8319088,4.907821447,0.881222,3.778882899,15.92741935,3.1823967,12.3638231,10.6805083,1.012404,2.84,6.211499853,6.700663733,9.165149093,-23.69910951,41.93249937,11.28616441,11.13190799,1.26446188,2.132902343,,
2016,3,9.014048483,8.41121495,-8.3164416,10.7770927,9.184244621,0.788355,6.228003713,32.91925466,-25.1033063,7.8319088,4.907821447,0.881222,2.853,6.700663733,7.289864701,6.71602828,0.808930199,25.14563468,8.34098056,6.855484813,1.357329154,1.543701374,,
2017,3,9.459555004,17.4137931,-17.9077512,18.2935887,8.993773973,0.638539,9.014048483,8.41121495,-8.3164416,10.7770927,9.184244621,0.788355,2.565,7.289864701,8.052124324,3.92998351,-8.193647951,34.73694429,0.82448452,7.045955462,1.507144805,0.781441752,,
1986,4,-5.033458414,-16.77419355,18.0340778,-19.1953335,-12.4323294,2.785314,-6.255658313,39.63963964,-10.3906438,-12.502995,15.45673359,3.000272,3.717,8.052124324,7.050461211,15.70291599,33.51340938,7.949914796,26.98075258,22.28292332,-0.751118771,-0.876725781,,
1987,4,11.02409991,49.2248062,75.9464025,13.8768042,-20.38924362,2.817819,-5.033458414,-16.77419355,18.0340778,-19.1953335,-12.4323294,2.785314,3.394,7.050461211,6.687259436,14.4807161,-32.48559037,-49.9624099,-6.0913851,30.23983754,-0.78362393,-0.513524007,,
