Year,Code,GDP_growth,FDI_growth,ODA_growth,EXP_growth,GOV_growth,POP_growth,GDP_growth_LAG,FDI_growth_LAG,ODA_growth_LAG,EXP_growth_LAG,GOV_growth_LAG,POP_growth_LAG,WG,CSK_growth_LAG,CSK_growth,GDPm,FDIm,ODAm,Exm,GOVm,POPm,Cstockdm,,
1988,4,12.04179408,49.61038961,31.1481493,13.1240716,5.743346299,2.81444,11.02409991,49.2248062,75.9464025,13.8768042,-20.38924362,2.817819,3.704,6.687259436,6.983923807,-1.576842224,-32.87117378,-5.164156775,-5.33865251,4.107247622,-0.78024531,-0.810188377,,
1989,4,12.3759902,18.40277778,12.6225656,16.7213555,17.19736005,2.764547,12.04179408,49.61038961,31.1481493,13.1240716,5.743346299,2.81444,4.617,6.983923807,7.628843559,-2.5945364,-1.663561943,13.36142696,-8.93593634,-7.346766128,-0.730351798,-1.45510813,,
1990,4,9.874879437,60.26392962,-6.2812012,17.623585,14.11219193,2.692754,12.3759902,18.40277778,12.6225656,16.7213555,17.19736005,2.764547,3.676,7.628843559,8.398189067,-2.928732516,-43.52471378,32.26519375,-9.83816588,-4.261598005,-0.658559322,-2.224453637,,
1991,4,9.779433325,35.59011894,6.3303533,14.081846,5.307309037,2.586455,9.874879437,60.26392962,-6.2812012,17.623585,14.11219193,2.692754,2.912,8.398189067,8.773634457,-0.427621755,-18.8509031,19.65363928,-6.29642692,4.543284883,-0.552259613,-2.599899028,,
1992,4,23.41673362,19.90553306,7.9337674,17.3540804,14.32262932,2.482391,9.779433325,35.59011894,6.3303533,14.081846,5.307309037,2.586455,1.419,8.773634457,7.906947823,-0.332175643,-3.166317229,18.05022514,-9.56866123,-4.472035398,-0.448195585,-1.733212394,,
1993,4,11.95230556,-7.259426,-1.7524616,8.9497866,17.02360279,2.416164,23.41673362,19.90553306,7.9337674,17.3540804,14.32262932,2.482391,1.767,7.906947823,7.575196309,-13.96947593,23.99864183,27.73645419,-1.16436746,-7.17300887,-0.381969437,-1.401460879,,
1994,4,14.26851653,-8.98058252,-19.8922842,10.9338879,0.672713178,2.405301,11.95230556,-7.259426,-1.7524616,8.9497866,17.02360279,2.416164,1.534,7.575196309,8.211172177,-2.505047881,25.71979836,45.87627672,-3.14846874,9.177880742,-0.37110622,-2.037436748,,
1995,4,12.4857257,149.5333333,-15.9517634,13.4096617,10.25333116,2.416954,14.26851653,-8.98058252,-19.8922842,10.9338879,0.672713178,2.405301,3.012,8.211172177,8.862866921,-4.821258845,-132.7941175,41.93575595,-5.62424254,-0.402737243,-0.382758525,-2.689131492,,
1996,4,-5.110919274,49.45231098,-17.0508894,10.4011574,8.719870282,2.243092,12.4857257,149.5333333,-15.9517634,13.4096617,10.25333116,2.416954,3.029,8.862866921,9.490133836,-3.038468015,-32.71309515,43.03488192,-2.61573825,1.130723639,-0.208896713,-3.316398406,,
1997,4,-55.76083853,-19.57454415,-24.6177766,2.365299,-14.19174891,2.278375,-5.110919274,49.45231098,-17.0508894,10.4011574,8.719870282,2.243092,3.382,9.490133836,9.514366982,14.55817696,36.31375999,50.60176919,5.42012013,24.04234283,-0.244179708,-3.340631553,,
1998,4,46.68190852,-105.3523005,55.2300742,-15.889106,-63.19111707,2.277634,-55.76083853,-19.57454415,-24.6177766,2.365299,-14.19174891,2.278375,3.704,9.514366982,4.097069088,65.20809621,122.0915163,-29.24608159,23.67452515,73.04171099,-0.243439286,2.076666341,,
1999,4,17.87101385,674.7595363,68.6692292,-1.6525638,70.15070222,2.206911,46.68190852,-105.3523005,55.2300742,-15.889106,-63.19111707,2.277634,2.556,4.097069088,2.540311565,-37.23465084,-658.0203205,-42.68523662,9.43798295,-60.3001083,-0.17271606,3.633423864,,
2000,4,-2.771807199,143.9056687,-22.0034512,36.0032477,16.57777114,2.08439,17.87101385,674.7595363,68.6692292,-1.6525638,70.15070222,2.206911,3.272,2.540311565,3.278292105,-8.423756165,-127.1664528,47.98744372,-28.21782858,-6.727177217,-0.05019475,2.895443325,,
2001,4,21.9472317,-34.56792558,-11.6877183,-7.3871739,2.543066159,1.657359,-2.771807199,143.9056687,-22.0034512,36.0032477,16.57777114,2.08439,4.395,3.278292105,3.432156404,12.21906488,51.30714141,37.67171087,15.17259298,7.307527761,0.376835905,2.741579025,,
2002,4,19.98964044,-104.8729074,-11.2372018,2.1251966,28.4684753,1.592604,21.9472317,-34.56792558,-11.6877183,-7.3871739,2.543066159,1.657359,1.945,3.432156404,3.63721232,-12.49997401,121.6121233,37.2211944,5.66022254,-18.61788138,0.441590944,2.53652311,,
2003,4,9.398210979,-511.428866,36.158725,11.8773022,34.40712826,1.553552,19.98964044,-104.8729074,-11.2372018,2.1251966,28.4684753,1.592604,2.192,3.63721232,3.540220776,-10.54238276,528.1680818,-10.17473248,-4.09188303,-24.55653434,0.480643196,2.633514653,,
2004,4,11.3035727,153.2847844,-92.3818268,15.6404185,11.98708532,1.546995,9.398210979,-511.428866,36.158725,11.8773022,34.40712826,1.553552,2.909,3.540220776,4.502110227,0.049046703,-136.5455685,118.3658194,-7.85499942,-2.1364914,0.487200162,1.671625203,,
2005,4,27.53079249,-448.6472079,1775.608133,17.6970091,8.463289924,1.556033,11.3035727,153.2847844,-92.3818268,15.6404185,11.98708532,1.546995,4.383,4.502110227,5.043213258,-1.856315021,465.3864237,-1749.624141,-9.91158997,1.387303997,0.478162021,1.130522172,,
2006,4,18.55504513,-58.4833678,-48.0258282,16.1784388,35.67157368,1.79253,27.53079249,-448.6472079,1775.608133,17.6970091,8.463289924,1.556033,3.869,5.043213258,4.865160102,-18.08353481,75.22258364,74.00982079,-8.39301965,-25.82097976,0.241665142,1.308575327,,
2007,4,18.04925409,2.96472748,-35.2024331,12.4467483,14.6976618,1.681026,18.55504513,-58.4833678,-48.0258282,16.1784388,35.67157368,1.79253,4.333,4.865160102,5.257485917,-9.10778745,13.77448836,61.18642571,-4.66132917,-4.847067878,0.353169307,0.916249512,,
2008,4,5.75260748,51.71871846,37.5288238,19.5433946,19.14271452,1.588852,18.04925409,2.96472748,-35.2024331,12.4467483,14.6976618,1.681026,4.218,5.257485917,5.817770055,-8.601996407,-34.97950263,-11.54483119,-11.75797553,-9.292120597,0.445342794,0.355965374,,
2009,4,39.94107279,-23.12196173,-10.9647219,-14.2892665,20.38306815,1.51735,5.75260748,51.71871846,37.5288238,19.5433946,19.14271452,1.588852,1.854,5.817770055,5.541234169,3.694650203,39.86117757,36.94871447,22.07468565,-10.53247423,0.516844997,0.63250126,,
2010,4,18.25930524,322.5756215,32.8614308,40.7515052,31.42913671,1.484127,39.94107279,-23.12196173,-10.9647219,-14.2892665,20.38306815,1.51735,-1.686,5.541234169,5.794104947,-30.49381511,-305.8364057,-6.877438243,-32.96608605,-21.57854279,0.550067855,0.379630482,,
2011,4,2.788540159,3.8001888,-71.0739699,28.1308087,18.95214096,1.697419,18.25930524,322.5756215,32.8614308,40.7515052,31.42913671,1.484127,4.28,5.794104947,6.045484184,-8.812047554,12.93902704,97.05796245,-20.3453896,-9.101547038,0.336775708,0.128251245,,
2012,4,-0.582410789,18.97776118,-82.8350413,-3.9774229,4.945726181,1.629614,2.788540159,3.8001888,-71.0739699,28.1308087,18.95214096,1.697419,3.114,6.045484184,6.305454853,6.658717523,-2.238545349,108.8190339,11.76284202,4.904867739,0.404581492,-0.131719423,,
2013,4,-2.379047371,-11.27256733,0.6665701,-3.2939881,2.308403595,1.597023,-0.582410789,18.97776118,-82.8350413,-3.9774229,4.945726181,1.629614,2.513,6.305454853,6.181384659,10.02966847,28.01178316,25.31742251,11.07940717,7.542190325,0.437171736,-0.00764923,,
2014,4,-3.363271656,21.06106395,-649.7912768,-3.4301592,-3.329789823,1.597979,-2.379047371,-11.27256733,0.6665701,-3.2939881,2.308403595,1.597023,2.652,6.181384659,6.033409709,11.82630505,-4.321848114,675.7752694,11.21557837,13.18038374,0.43621566,0.14032572,,
2015,4,8.250308382,-27.34450381,-91.255171,-13.5953762,-0.03725421,1.596245,-3.363271656,21.06106395,-649.7912768,-3.4301592,-3.329789823,1.597979,2.84,6.033409709,5.967493847,12.81052934,44.08371965,117.2391635,21.38079537,9.88784813,0.437949647,0.206241582,,
2016,4,8.965352612,50.73986365,231.8562874,-2.3453702,5.789784375,1.343869,8.250308382,-27.34450381,-91.255171,-13.5953762,-0.03725421,1.596245,2.853,5.967493847,5.861835817,1.1969493,-34.00064781,-205.8722949,10.13078936,4.060809545,0.690325864,0.311899612,,
2017,4,2.634353647,14.66370325,-310.7271743,15.2419816,3.914266475,1.423045,8.965352612,50.73986365,231.8562874,-2.3453702,5.789784375,1.343869,2.565,5.861835817,5.914844567,0.481905071,2.075512583,336.7111669,-7.45656247,5.936327446,0.611149951,0.258890862,,
1986,5,11.59178406,11.08810148,26.7653769,-5.9223872,1.871475279,3.083991,-2.264028032,-496.4259763,-5.0799616,86.6755249,9.235747465,3.232545,3.717,5.914844567,9.097898821,10.54932043,85.07838291,-20.99165978,20.037306,7.495086846,-0.564560501,-2.357070506,,
1987,5,9.387482402,31.54474144,25.5278177,7.4389063,10.05097957,3.139589,11.59178406,11.08810148,26.7653769,-5.9223872,1.871475279,3.083991,3.394,9.097898821,5.301540435,-3.306491656,64.62174295,-19.75410057,6.6760125,-0.684417442,-0.620157721,1.43928788,,
1988,5,8.287401806,-42.64609243,-9.9430994,18.9944428,9.973648051,3.176355,9.387482402,31.54474144,25.5278177,7.4389063,10.05097957,3.139589,3.704,5.301540435,4.238079874,-1.10219,138.8125768,15.71681649,-4.87952396,-0.607085926,-0.656924009,2.502748441,,
1989,5,9.786166296,-86.51384276,11.4677024,10.5185163,7.990226373,3.212309,8.287401806,-42.64609243,-9.9430994,18.9944428,9.973648051,3.176355,4.617,4.238079874,4.19641585,-0.002109404,182.6803271,-5.693985289,3.59640251,1.376335752,-0.692878188,2.544412464,,
1990,5,-2.028135842,1206.443362,16.2973954,17.0820559,7.124884664,3.237436,9.786166296,-86.51384276,11.4677024,10.5185163,7.990226373,3.212309,3.676,4.19641585,3.950705512,-1.500873895,-1110.276878,-10.52367829,-2.96713704,2.241677462,-0.718005487,2.790122802,,
1991,5,2.427169617,-57.06890212,-10.1550106,10.4796123,-0.019958257,2.964631,-2.028135842,1206.443362,16.2973954,17.0820559,7.124884664,3.237436,2.912,3.950705512,3.105908825,10.31342824,153.2353865,15.92872769,3.63530655,9.386520382,-0.44519979,3.63491949,,
1992,5,4.59696171,167.6736725,-3.2894737,16.6332133,10.22473483,2.978798,2.427169617,-57.06890212,-10.1550106,10.4796123,-0.019958257,2.964631,1.419,3.105908825,3.582462115,5.858122785,-71.50718813,9.063190767,-2.51829444,-0.858172701,-0.459366905,3.158366199,,
1993,5,1.815509964,277.4970447,-23.9294101,24.3204311,16.40769467,2.994815,4.59696171,167.6736725,-3.2894737,16.6332133,10.22473483,2.978798,1.767,3.582462115,4.090603322,3.688330692,-181.3305603,29.70312716,-10.20551226,-7.041132548,-0.4753843,2.650224992,,
1994,5,12.35194934,-20.65567001,25.9987276,1.6379519,0.36285,3.014035,1.815509964,277.4970447,-23.9294101,24.3204311,16.40769467,2.994815,1.534,4.090603322,4.49429951,6.469782438,116.8221544,-20.22501056,12.4769669,9.003712125,-0.494603763,2.246528804,,
1995,5,22.40061048,-82.98880395,-26.4589274,35.605945,6.524625376,3.034955,12.35194934,-20.65567001,25.9987276,1.6379519,0.36285,3.014035,3.012,4.49429951,4.797442266,-4.066656941,179.1552883,32.2326445,-21.49102619,2.841936749,-0.515523677,1.943386048,,
1996,5,3.888639047,613.4586795,-4.1872767,9.3531948,24.98121438,2.927689,22.40061048,-82.98880395,-26.4589274,35.605945,6.524625376,3.034955,3.029,4.797442266,5.271725951,-14.11531808,-517.2921951,9.960993753,4.76172401,-15.61465225,-0.408257725,1.469102363,,
1997,5,3.6071619,907.4813849,-17.5649597,12.5994043,7.744943586,2.938425,3.888639047,613.4586795,-4.1872767,9.3531948,24.98121438,2.927689,3.382,5.271725951,5.824301247,4.396653355,-811.3149005,23.33867673,1.5155145,1.621618539,-0.418994059,0.916527067,,
1998,5,2.572815337,37.22872828,14.8662531,15.7890507,8.313088882,2.925063,3.6071619,907.4813849,-17.5649597,12.5994043,7.744943586,2.938425,3.704,5.824301247,6.459214953,4.678130502,58.93775611,-9.092536029,-1.67413189,1.053473244,-0.405632055,0.281613362,,
1999,5,4.09439068,-3.98498731,4.8698898,2.5842541,0.850529429,2.887638,2.572815337,37.22872828,14.8662531,15.7890507,8.313088882,2.925063,2.556,6.459214953,6.792484977,5.712477065,100.1514717,0.903827328,11.53066476,8.516032696,-0.368207256,-0.051656663,,
2000,5,1.164521271,56.11355034,-3.7031874,9.2781006,2.720945818,2.827944,4.09439068,-3.98498731,4.8698898,2.5842541,0.850529429,2.887638,3.272,6.792484977,6.921045677,4.190901721,40.05293405,9.47690448,4.83681826,6.645616307,-0.308512647,-0.180217362,,
2001,5,1.357240489,-71.99310099,-11.0130883,9.7069651,-1.428334459,2.577487,1.164521271,56.11355034,-3.7031874,9.2781006,2.720945818,2.827944,4.395,6.921045677,6.878691666,7.120771131,168.1595854,16.7868054,4.4079537,10.79489658,-0.058056356,-0.137863352,,
2002,5,9.931363944,-36.75752461,-13.8229665,-6.037079,5.059334657,2.550377,1.357240489,-71.99310099,-11.0130883,9.7069651,-1.428334459,2.577487,1.945,6.878691666,7.125612673,6.928051913,132.924009,19.59668359,20.15199782,4.307227469,-0.030946034,-0.384784358,,
2003,5,8.227565099,434.62414,55.2240298,1.2606699,12.24374042,2.484749,9.931363944,-36.75752461,-13.8229665,-6.037079,5.059334657,2.550377,2.192,7.125612673,7.360857237,-1.646071542,-338.4576556,-49.45031268,12.85424893,-2.877178289,0.034682287,-0.620028922,,
2004,5,6.65718899,67.54205508,1.3563493,5.5326595,9.200131809,2.376943,8.227565099,434.62414,55.2240298,1.2606699,12.24374042,2.484749,2.909,7.360857237,7.789582011,0.057727303,28.62442931,4.417367779,8.58225937,0.166430317,0.142488052,-1.048753697,,
2005,5,3.421716432,82.400031,-6.8039214,37.7202554,6.777608574,2.251905,6.65718899,67.54205508,1.3563493,5.5326595,9.200131809,2.376943,4.383,7.789582011,8.320454661,1.628103412,13.76645339,12.57763851,-23.60533652,2.588953551,0.267525844,-1.579626346,,
2006,5,10.85060423,-44.17816555,-7.3869876,17.5100292,8.609615216,1.925908,3.421716432,82.400031,-6.8039214,37.7202554,6.777608574,2.251905,3.869,8.320454661,8.404662928,4.86357597,140.3446499,13.16070465,-3.39511035,0.756946909,0.593522611,-1.663834613,,
2007,5,15.09748141,14.09447757,23.7151338,15.2014758,9.207790571,1.834627,10.85060423,-44.17816555,-7.3869876,17.5100292,8.609615216,1.925908,4.333,8.404662928,8.284838561,-2.565311824,82.07200682,-17.94141674,-1.08655694,0.158771554,0.684803451,-1.544010246,,
2008,5,11.83712968,120.1696221,36.8828079,19.5910616,11.20654836,1.780135,15.09748141,14.09447757,23.7151338,15.2014758,9.207790571,1.834627,4.218,8.284838561,8.453013606,-6.812189012,-24.0031377,-31.10909077,-5.47614273,-1.839986239,0.739296284,-1.712185291,,
2009,5,12.49176608,-36.67768935,-40.249167,7.2852949,10.01146754,1.771301,11.83712968,120.1696221,36.8828079,19.5910616,11.20654836,1.780135,1.854,8.453013606,8.329956681,-3.551837279,132.8441737,46.02288411,6.82962389,-0.644905415,0.748129698,-1.589128366,,
2010,5,11.58827911,61.81612351,13.5140377,6.4088898,12.08498817,1.797292,12.49176608,-36.67768935,-40.249167,7.2852949,10.01146754,1.771301,-1.686,8.329956681,8.332055822,-4.206473676,34.35036088,-7.740320643,7.70602902,-2.718426042,0.722138706,-1.591227507,,
2011,5,3.66751117,-17.02887592,6.4132137,38.7328025,12.0746376,1.907638,11.58827911,61.81612351,13.5140377,6.4088898,12.08498817,1.797292,4.28,8.332055822,8.435144836,-3.302986703,113.1953603,-0.639496644,-24.61788367,-2.70807547,0.611793298,-1.694316522,,
2012,5,12.47392902,33.91469928,44.1144593,4.9138578,2.48583827,1.890944,3.66751117,-17.02887592,6.4132137,38.7328025,12.0746376,1.907638,3.114,8.435144836,8.678296258,4.617781232,62.25178511,-38.3407422,9.20106105,6.880723855,0.628486802,-1.937467944,,
2013,5,15.26430766,58.7288358,22.2622502,8.9944588,14.18779833,1.888016,12.47392902,33.91469928,44.1144593,4.9138578,2.48583827,1.890944,2.513,8.678296258,8.298255318,-4.188636622,37.43764859,-16.4885331,5.12046007,-4.8212362,0.631415164,-1.557427004,,
2014,5,12.83695252,21.46485483,-8.0099788,12.0301011,20.25211189,1.900062,15.26430766,58.7288358,22.2622502,8.9944588,14.18779833,1.888016,2.652,8.298255318,8.515796012,-6.979015261,74.70162956,13.78369586,2.08481772,-10.88554976,0.61936864,-1.774967697,,
2015,5,13.50045504,10.96449992,6.0879867,3.0148743,14.24742744,1.908406,12.83695252,21.46485483,-8.0099788,12.0301011,20.25211189,1.900062,2.84,8.515796012,8.415891254,-4.55166012,85.20198446,-0.314269577,11.10004456,-4.880865315,0.611025172,-1.675062939,,
2016,5,12.78533543,-17.28614506,-2.5321676,9.0030445,23.75468879,1.856441,13.50045504,10.96449992,6.0879867,3.0148743,14.24742744,1.908406,2.853,8.415891254,8.516207348,-5.215162635,113.4526294,8.305884716,5.11187434,-14.38812667,0.662990216,-1.775379033,,
2017,5,9.731187175,-26.54884308,49.2988164,1.8547432,14.76352687,1.862773,12.78533543,-17.28614506,-2.5321676,9.0030445,23.75468879,1.856441,2.565,8.516207348,8.729693065,-4.500043032,122.7153275,-43.52509931,12.26017559,-5.396964741,0.656657892,-1.988864751,,
1986,6,4.553289527,-23.6079326,18.9722342,16.9385779,8.030190948,3.036919,2.421423739,131.3418863,5.4998076,-5.8656554,0.077535093,3.448248,3.717,8.729693065,4.651897865,4.966391762,46.43593336,-8.342441982,-10.29178174,-0.341032053,-0.071601995,-1.299296926,,
1987,6,15.3552593,3.54455978,-10.656007,16.2737825,10.88614097,2.988748,4.553289527,-23.6079326,18.9722342,16.9385779,8.030190948,3.036919,3.394,4.651897865,4.524782376,2.834525975,19.28344098,21.28579919,-9.62698627,-3.196982079,-0.023431018,-1.172181438,,
1988,6,4.414236754,57.73851823,65.8752145,18.4197577,32.19431576,2.949406,15.3552593,3.54455978,-10.656007,16.2737825,10.88614097,2.988748,3.704,4.524782376,3.908312593,-7.967443797,-34.91051747,-55.24542233,-11.77296154,-24.50515686,0.015911652,-0.555711654,,
1989,6,-0.399777541,-3.58742541,4.2491557,6.6943321,12.99572899,2.93802,4.414236754,57.73851823,65.8752145,18.4197577,32.19431576,2.949406,4.617,3.908312593,4.206802557,2.973578748,26.41542616,6.380636473,-0.04753593,-5.306570097,0.027296802,-0.854201618,,
1990,6,13.60029496,45.24783378,-20.1189472,11.4749366,-10.17977669,2.946509,-0.399777541,-3.58742541,4.2491557,6.6943321,12.99572899,2.93802,3.676,4.206802557,4.238754678,7.787593043,-22.41983303,30.74873938,-4.82814039,17.86893558,0.018808148,-0.88615374,,
1991,6,7.003473711,7.74185151,25.9945514,24.2643594,7.455930523,2.586877,13.60029496,45.24783378,-20.1189472,11.4749366,-10.17977669,2.946509,2.912,4.238754678,3.903067058,-6.212479454,15.08614924,-15.36475919,-17.61756324,0.233228372,0.378440637,-0.550466119,,
1992,6,5.845826397,32.7703383,-27.9465003,9.2846863,-3.534711943,2.64864,7.003473711,7.74185151,25.9945514,24.2643594,7.455930523,2.586877,1.419,3.903067058,4.645897159,0.38434179,-9.942337545,38.57629244,-2.63789006,11.22387084,0.31667711,-1.293296221,,
1993,6,0.809032899,0.7615545,3.886494,-0.5736314,7.452494453,2.72824,5.845826397,32.7703383,-27.9465003,9.2846863,-3.534711943,2.64864,1.767,4.645897159,4.558934722,1.541989104,22.06644625,6.743298142,7.22042758,0.236664442,0.237076743,-1.206333783,,
1994,6,16.84416222,19.77346026,51.2650665,0.6609102,-6.811127362,2.829128,0.809032899,0.7615545,3.886494,-0.5736314,7.452494453,2.72824,1.534,4.558934722,3.994952614,6.578782602,3.054540497,-40.63527429,5.98588598,14.50028626,0.136189382,-0.642351676,,
1995,6,4.426577268,71.93366145,-48.817825,19.9115954,13.27685355,2.948186,16.84416222,19.77346026,51.2650665,0.6609102,-6.811127362,2.829128,3.012,3.994952614,3.987833285,-9.456346715,-49.10566069,59.44761718,-13.26479921,-5.587694653,0.017131372,-0.635232346,,
1996,6,-1.400538138,26.71891637,26.2937216,5.633529,12.44363439,3.116966,4.426577268,71.93366145,-48.817825,19.9115954,13.27685355,2.948186,3.029,3.987833285,4.056897702,2.961238234,-3.890915611,-15.66392941,1.01326724,-4.754475494,-0.151648684,-0.704296764,,
1997,6,-0.386563777,-19.08052093,-13.1912969,-6.1904759,-7.260548764,3.253608,-1.400538138,26.71891637,26.2937216,5.633529,12.44363439,3.116966,3.382,4.056897702,3.301934604,8.788353639,41.90852169,23.82108908,12.83727209,14.94970766,-0.28829074,0.050666335,,
1998,6,1.257236397,-38.42560729,17.5503553,2.10866,-5.6585854,3.334156,-0.386563777,-19.08052093,-13.1912969,-6.1904759,-7.260548764,3.253608,3.704,3.301934604,2.746210013,7.774379278,61.25360805,-6.920563102,4.53813618,13.34774429,-0.368839065,0.606390925,,
1999,6,17.43345572,12.06140351,-29.4923662,-5.6916831,-6.869207326,3.359508,1.257236397,-38.42560729,17.5503553,2.10866,-5.6585854,3.334156,2.556,2.746210013,2.24565797,6.130579104,10.76659725,40.12215834,12.33847926,14.55836622,-0.394190834,1.106942968,,
2000,6,-2.221207972,-41.87866928,-5.4970776,2.8079115,-2.030090296,3.347325,17.43345572,12.06140351,-29.4923662,-5.6916831,-6.869207326,3.359508,3.272,2.24565797,2.465516675,-10.04564022,64.70667003,16.12686977,3.83888471,9.719249191,-0.382008162,0.887084263,,
2001,6,-0.004036144,18.51851852,175.5240104,6.6406857,-11.9753358,3.098473,-2.221207972,-41.87866928,-5.4970776,2.8079115,-2.030090296,3.347325,4.395,2.465516675,2.599095381,9.609023474,4.309482238,-164.8942182,0.00611049,19.66449469,-0.133155287,0.753505558,,
2002,6,15.12717699,125.8522727,8.3445913,3.8436619,12.11653211,3.097488,-0.004036144,18.51851852,175.5240104,6.6406857,-11.9753358,3.098473,1.945,2.599095381,2.360978518,7.391851645,-103.024272,2.285200887,2.80313431,-4.427373218,-0.132170825,0.991622421,,
2003,6,17.69836063,-35.22012579,-49.1385441,26.4356227,16.03156413,3.1043,15.12717699,125.8522727,8.3445913,3.8436619,12.11653211,3.097488,2.192,2.360978518,2.497158251,-7.739361488,58.04812654,59.76833629,-19.78882649,-8.342405237,-0.138982536,0.855442688,,
2004,6,11.76219541,106.2135922,33.684446,10.2920021,9.752066892,3.117464,17.69836063,-35.22012579,-49.1385441,26.4356227,16.03156413,3.1043,2.909,2.497158251,1.799008349,-10.31054513,-83.38559148,-23.05465383,-3.64520586,-2.062907998,-0.152146323,1.55359259,,
2005,6,25.35290004,103.0131827,12.7316719,11.9233869,6.929661589,3.131723,11.76219541,106.2135922,33.684446,10.2920021,9.752066892,3.117464,4.383,1.799008349,2.662799015,-4.374379903,-80.18518192,-2.101879759,-5.27659067,0.759497306,-0.16640604,0.689801924,,
2006,6,11.0164708,93.13543599,34.7639989,12.9248061,66.7724527,3.065846,25.35290004,103.0131827,12.7316719,11.9233869,6.929661589,3.131723,3.869,2.662799015,5.74769242,-17.96508454,-70.30743524,-24.13420675,-6.27800987,-59.08329381,-0.100528445,-2.395091482,,
2007,6,11.61007621,31.89241114,5.2984023,3.7953589,5.035190707,3.076048,11.0164708,93.13543599,34.7639989,12.9248061,66.7724527,3.065846,4.333,5.74769242,3.867154107,-3.628655295,-9.064410387,5.331389875,2.85143731,2.653968188,-0.11073123,-0.514553168,,
2008,6,-1.131857693,-1.87545521,-34.613222,4.5804836,10.20502545,3.069514,11.61007621,31.89241114,5.2984023,3.7953589,5.035190707,3.076048,4.218,3.867154107,3.947288074,-4.222260707,24.70345596,45.24301416,2.06631261,-2.51586656,-0.104197157,-0.594687136,,
2009,6,5.503375853,-57.93282613,84.1458293,-1.024532,6.668023766,3.043349,-1.131857693,-1.87545521,-34.613222,4.5804836,10.20502545,3.069514,1.854,3.947288074,3.166416667,8.519673194,80.76082688,-73.51603712,7.67132822,1.021135129,-0.078032019,0.186184272,,
2010,6,20.39411542,-12.88045876,9.3509606,15.0403653,3.470955965,2.999646,5.503375853,-57.93282613,84.1458293,-1.024532,6.668023766,3.043349,-1.686,3.166416667,2.312083326,1.884439648,35.70845951,1.278831603,-8.39356909,4.21820293,-0.034328388,1.040517613,,
2011,6,5.054702187,-36,15.8022975,24.4060016,13.62437113,2.797864,20.39411542,-12.88045876,9.3509606,15.0403653,3.470955965,2.999646,4.28,2.312083326,2.31333718,-13.00629992,58.82800076,-5.172505297,-17.75920536,-5.935212239,0.167452969,1.039263759,,
2012,6,3.046098607,-38.13291139,-42.3274176,-6.7545989,13.1754616,2.763238,5.054702187,-36,15.8022975,24.4060016,13.62437113,2.797864,3.114,2.31333718,1.717336171,2.333113314,60.96091215,52.95720982,13.40139511,-5.486302701,0.202078896,1.635264767,,
2013,6,5.683938679,43.35038363,8.7765997,10.3650949,8.099428525,2.725717,3.046098607,-38.13291139,-42.3274176,-6.7545989,13.1754616,2.763238,2.513,1.717336171,1.80421664,4.341716894,-20.52238288,1.853192484,-3.71829868,-0.41026963,0.23960029,1.548384299,,
2014,6,10.71989802,55.75379126,64.7696255,-2.5510653,3.377618693,2.68523,5.683938679,43.35038363,8.7765997,10.3650949,8.099428525,2.725717,2.652,1.80421664,1.893632552,1.703876823,-32.9257905,-54.13983328,9.19786154,4.311540202,0.280086732,1.458968386,,
2015,6,2.993283136,-8.59106529,3.8215398,-4.0954587,12.87541523,2.641606,10.71989802,55.75379126,64.7696255,-2.5510653,3.377618693,2.68523,2.84,1.893632552,2.91548555,-3.332082516,31.41906605,6.808252395,10.74225487,-5.186256338,0.32371092,0.437115389,,
2016,6,9.437194719,52.63157895,-21.4208844,-11.1739074,6.143973156,2.504202,2.993283136,-8.59106529,3.8215398,-4.0954587,12.87541523,2.641606,2.853,2.91548555,3.217595589,4.394532365,-29.80357819,32.05067657,17.8207036,1.545185739,0.461115141,0.13500535,,
2017,6,2.498178923,30.54187192,-22.5973436,-1.4552255,8.971060771,2.473275,9.437194719,52.63157895,-21.4208844,-11.1739074,6.143973156,2.504202,2.565,3.217595589,3.629081759,-2.049379218,-7.713871165,33.22713579,8.10202175,-1.281901876,0.492042492,-0.27648082,,
1986,7,4.323925856,17.69885717,16.7620553,-2.309616,7.914965595,1.884003,7.138117885,-23.95904564,3.0071053,-10.6645651,30.27072884,1.830144,3.717,3.629081759,3.457841116,1.57583189,10.38555119,-13.74938393,10.22633499,1.809148444,-0.747825308,1.249422776,,
1987,7,4.432760456,99.28779954,-12.9309556,10.8076167,0.625595532,1.901536,4.323925856,17.69885717,16.7620553,-2.309616,7.914965595,1.884003,3.394,3.457841116,3.768135325,4.390023919,-71.20339118,15.94362699,-2.89089767,9.098518508,-0.765358303,0.939128567,,
1988,7,0.127481066,-25.00387319,33.0553513,8.0979952,3.496483963,1.900866,4.432760456,99.28779954,-12.9309556,10.8076167,0.625595532,1.901536,3.704,3.768135325,2.747748633,4.281189318,53.08828155,-30.04267999,-0.18127618,6.227630076,-0.764688068,1.959515259,,
1989,7,14.95983175,-59.42243817,-2.4628598,4.672865,6.658442269,1.883021,0.127481066,-25.00387319,33.0553513,8.0979952,3.496483963,1.900866,4.617,2.747748633,2.43625689,8.586468708,87.50684653,5.475531099,3.24385398,3.065671771,-0.746843653,2.271007002,,
