Time,country,Export,FDI,GovernmentExpenditure,HouseExpenditure,Import,ODA,Population,WGDP,capitalStock,TFP,GDP_growth_LAG,EXP_growth_LAG,FDI_growth_LAG,GOV_growth_LAG,HouseExpenditure_LAG,Import_LAG,ODA_growth_LAG,POP_growth_LAG,WGDP_LAG,CSK_growth_LAG,TFP_growth_LAG,GDP_growth,EXP_growth,FDI_growth,GOV_growth,HouseExpenditure_GROWTH,Import_GROWTH,ODA_growth,POP_growth,WGDP_GROWTH,CSK_growth,TFP_growth,GDP_LAG_MEAN,Export_LAG_MEAN,FDI_LAG_MEAN,GovernmentExpenditure_LAG_MEAN,HouseExpenditure_LAG_MEAN,Import_LAG_MEAN,ODA_LAG_MEAN,Population_LAG_MEAN,WGDP_LAG_MEAN,capitalStock_LAG_MEAN,TFP_LAG_MEAN
2005,CentralAfricanRepublic,178708438,10100000,116457166,1197603798,290317083,88970000,2148978,5.14E+13,17294.35938,0.8736763,0.908210515,0.519533769,-33.11258278,-12.10938658,7.147657453,18.76818053,-19.16227512,2.149875223,8.210526316,0.72589848,1.553609541,5.994884228,-14.46310355,33.62831858,12.23883332,18.15681235,19.18012772,113.7087379,2.146149473,8.447488584,-0.605059933,0.186287288,-0.164926743,-2.153425178,-51.29399786,-14.07761841,2.574375055,14.71173527,-30.67889736,0.342992399,2.50591136,0.307549045,1.863476758
2006,CentralAfricanRepublic,209094019,34670000,100166268,1324314803,322489946,133590000,2184196,5.80E+13,17410.65039,0.916455209,4.77108543,17.00287985,243.2673267,-13.98874673,10.58037769,11.08197377,50.15173654,1.638825525,12.84046693,0.672421611,4.896425484,0.908210515,0.519533769,-33.11258278,-12.10938658,7.147657453,18.76818053,-19.16227512,2.149875223,8.210526316,0.72589848,1.553609541,3.697948172,14.3299209,225.0859116,-15.95697856,6.007095292,7.025528507,38.6351143,-0.168057299,7.135851974,0.254072176,5.206292701
2007,CentralAfricanRepublic,239616992,56750000,108081762,1566787643,398343553,180010000,2220970,6.36E+13,17558.53906,0.941566944,4.607534855,14.59772649,63.68618402,7.902354913,18.30930527,23.52123157,34.74810989,1.683640113,9.655172414,0.849414965,2.740094088,4.77108543,17.00287985,243.2673267,-13.98874673,10.58037769,11.08197377,50.15173654,1.638825525,12.84046693,0.672421611,4.896425484,3.534397597,11.92476754,45.50476894,5.934123086,13.73602287,19.46478631,23.23148765,-0.123242711,3.950557458,0.43106553,3.049961305
2008,CentralAfricanRepublic,218449262,117110000,140006985,1839314185,465218536,260370000,2257420,6.03E+13,17697.17773,0.957888424,2.054130962,-8.833985363,106.3612335,29.53802974,17.39396805,16.78826794,44.64196434,1.641174802,-5.188679245,0.789579757,1.733438085,4.607534855,14.59772649,63.68618402,7.902354913,18.30930527,23.52123157,34.74810989,1.683640113,9.655172414,0.849414965,2.740094088,0.980993704,-11.50694431,88.17981842,27.56979791,12.82068565,12.73182268,33.1253421,-0.165708022,-10.8932942,0.371230322,2.043305302
2009,CentralAfricanRepublic,202648827,42280000,147933347,1788264505,445847328,241140000,2291331,6.60E+13,17793.9707,0.971553445,8.587260426,-7.232999945,-63.89719068,5.661404679,-2.77547362,-4.163894278,-7.385643507,1.502201628,9.452736318,0.546940148,1.426577528,2.054130962,-8.833985363,106.3612335,29.53802974,17.39396805,16.78826794,44.64196434,1.641174802,-5.188679245,0.789579757,1.733438085,7.514123168,-9.905958892,-82.07860576,3.693172852,-7.348756018,-8.220339541,-18.90226575,-0.304681196,3.748121362,0.128590713,1.736444745
2010,CentralAfricanRepublic,248850643,61520000,163452735,1761424415,488134922,260980000,2321454,7.34E+13,17957.64844,0.991566658,4.630818432,22.79895555,45.50614948,10.49079759,-1.500901568,9.484770087,8.227585635,1.314650742,11.21212121,0.919849441,2.059918896,8.587260426,-7.232999945,-63.89719068,5.661404679,-2.77547362,-4.163894278,-7.385643507,1.502201628,9.452736318,0.546940148,1.426577528,3.557681174,20.1259966,27.3247344,8.522565763,-6.074183966,5.428324824,-3.28903661,-0.492232082,5.507506254,0.501500006,2.369786113
2011,CentralAfricanRepublic,319635168,36908456,174031870,2032129454,519774572,268770000,2322798,7.50E+13,18081.66211,1,4.194615337,28.44458192,-40.00576073,6.472289986,15.36852996,6.481742767,2.984903058,0.05789475,2.179836512,0.690589697,0.850506815,4.630818432,22.79895555,45.50614948,10.49079759,-1.500901568,9.484770087,8.227585635,1.314650742,11.21212121,0.919849441,2.059918896,3.121478079,25.77162297,-58.18717581,4.504058159,10.79524756,2.425297504,-8.531719187,-1.748988074,-3.524778444,0.272240262,1.160374032
2012,CentralAfricanRepublic,289939555,70035157,160606518,2214191960,539941954,228020000,2320218,7.72E+13,18272.27344,1.012109637,5.053761254,-9.290471129,89.75368951,-7.714306581,8.959198226,3.880024743,-15.16166239,-0.111072939,2.933333333,1.054169295,1.2109637,4.194615337,28.44458192,-40.00576073,6.472289986,15.36852996,6.481742767,2.984903058,0.05789475,2.179836512,0.690589697,0.850506815,3.980623996,-11.96343008,71.57227443,-9.682538408,4.385915828,-0.17642052,-26.67828463,-1.917955763,-2.771281623,0.63581986,1.520830917
2013,CentralAfricanRepublic,253202170,1852793,155432758,1417245567,396154158,202820000,2318193,7.93E+13,17980.47266,0.649058461,-36.03742608,-12.67070476,-97.35448155,-3.221388562,-35.99265138,-26.63023218,-11.05166213,-0.087276282,2.720207254,-1.596959355,-35.87073601,5.053761254,-9.290471129,89.75368951,-7.714306581,8.959198226,3.880024743,-15.16166239,-0.111072939,2.933333333,1.054169295,1.2109637,-37.11056334,-15.34366371,-115.5358966,-5.189620389,-40.56593378,-30.68667744,-22.56828437,-1.894159106,-2.984407702,-2.01530879,-35.56086879
2014,CentralAfricanRepublic,315554747,3475008,139783993,1550007585,486900681,6.11E+08,2321886,7.50E+13,17996.51563,0.648753524,0.117267103,24.62560925,87.55511274,-10.06786806,9.367608627,22.90687127,201.252342,0.159305114,-5.422446406,0.089224406,-0.046981438,-36.03742608,-12.67070476,-97.35448155,-3.221388562,-35.99265138,-26.63023218,-11.05166213,-0.087276282,2.720207254,-1.596959355,-35.87073601,-0.955870155,21.9526503,69.37369766,-12.03609989,4.794326229,18.85042601,189.7357198,-1.64757771,-11.12706136,-0.329125029,0.262885779
2015,CentralAfricanRepublic,289321404,3.00E+06,121565747,1362577870,611565315,486730000,2334839,7.61E+13,17911.99219,0.675977349,4.56280844,-8.313404647,-13.6692635,-13.03314178,-12.0921805,25.60370911,-20.33878887,0.557865459,1.466666667,-0.469665583,4.19632788,0.117267103,24.62560925,87.55511274,-10.06786806,9.367608627,22.90687127,201.252342,0.159305114,-5.422446406,0.089224406,-0.046981438,3.489671182,-10.98636359,-31.85067858,-15.00137361,-16.6654629,21.54726385,-31.85541111,-1.249017365,-4.237948289,-0.888015018,4.506195097
2016,CentralAfricanRepublic,264485381,7251165,127605318,1590726739,633825974,500960000,2369235,8.09E+13,17840.92383,0.701556444,5.006285824,-8.584232849,141.7055,4.968151925,16.74391417,3.639947926,2.923592135,1.473163674,6.307490145,-0.39676413,3.784016585,4.56280844,-8.313404647,-13.6692635,-13.03314178,-12.0921805,25.60370911,-20.33878887,0.557865459,1.466666667,-0.469665583,4.19632788,3.933148566,-11.2571918,123.5240849,2.999920098,12.17063177,-0.416497337,-8.59303011,-0.33371915,0.602875189,-0.815113565,4.093883802
2017,CentralAfricanRepublic,329327913,6871736,156503771,1868246158,668963430,507810000,2413934,8.58E+13,17798.42773,0.723118901,4.457283162,24.51649001,-5.232662614,22.64674659,17.44607746,5.543707175,1.367374641,1.886642735,6.056860321,-0.238194504,3.073517061,5.006285824,-8.584232849,141.7055,4.968151925,16.74391417,3.639947926,2.923592135,1.473163674,6.307490145,-0.39676413,3.784016585,3.384145904,21.84353106,-23.4140777,20.67851476,12.87279506,1.487261912,-10.1492476,0.079759911,0.352245365,-0.656543939,3.383384278
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.457283162,24.51649001,-5.232662614,22.64674659,17.44607746,5.543707175,1.367374641,1.886642735,6.056860321,-0.238194504,3.073517061,,,,,,,,,,,
